OBJECTID,ASSETID,ID,Location,TOOLTIP,NLA_URL
5210,59612,17070,COMMERCIAL  ST  W/O  VIGNES  ST,COMMERCIAL  ST  W/O  VIGNES  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17070
5211,60366,42084,FULTON AV AT SHERMAN WAY,FULTON AV AT SHERMAN WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=42084
5212,60374,43036,RADFORD AV AT RUNNYMEDE ST,RADFORD AV AT RUNNYMEDE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43036
5213,60375,43040,LANKERSHIM  BL  AT  VALERIO  ST,LANKERSHIM  BL  AT  VALERIO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43040
5214,60383,43150,ROSCOE  BL  AT  WHEATLAND  AV,ROSCOE  BL  AT  WHEATLAND  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43150
5215,60391,44790,DENNY AV AT BLIX ST,DENNY AV AT BLIX ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=44790
5216,61184,7816,LA BREA AV AT ROSELAND ST,LA BREA AV AT ROSELAND ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=7816
5217,61194,78803,WILSHIRE  BL  AT  BEAUDRY  AV,WILSHIRE  BL  AT  BEAUDRY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=78803
5218,62045,10853,COMPTON  AV  AT  53RD  ST,COMPTON  AV  AT  53RD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=10853
5219,62055,15496,WITMER  ST  AT  SHATTO  ST,WITMER  ST  AT  SHATTO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15496
5220,62058,20164,PACIFIC  AV  AT  FRANCES  AV,PACIFIC  AV  AT  FRANCES  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20164
5221,62064,12873,WESTERN  AV  AT  OLYMPIC  BL,WESTERN  AV  AT  OLYMPIC  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12873
5222,62068,17359,PACIFIC AV AT 39TH ST,PACIFIC AV AT 39TH ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17359
5223,62069,12971,VICTORIA AV N/O PICO BL,VICTORIA AV N/O PICO BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12971
5224,62073,14041,DOCKWEILER  ST  AT  HIGHLAND  AV,DOCKWEILER  ST  AT  HIGHLAND  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14041
5225,59618,12777,OLYMPIC  BL  AT  CRENSHAW  BL,OLYMPIC  BL  AT  CRENSHAW  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12777
5226,59626,12948,12TH  ST  AT  HARVARD  BL,12TH  ST  AT  HARVARD  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12948
5227,59632,15717,TEMPLE  ST  AT  HOPE  ST,TEMPLE  ST  AT  HOPE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15717
5228,59636,12996,HARVARD  BL  AT  12TH  ST,HARVARD  BL  AT  12TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12996
5229,59640,15792,CORNWELL  ST  N/O  MARENGO  ST,CORNWELL  ST  N/O  MARENGO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15792
5230,59642,15825,STATE  ST  AT  SHERIDAN  ST,STATE  ST  AT  SHERIDAN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15825
5231,59654,11600,ALCOTT  ST  AT  OAKHURST  DR,ALCOTT  ST  AT  OAKHURST  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11600
5232,60425,46466,RAYNETA DR AT SAUGUS  AV,RAYNETA DR AT SAUGUS  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=46466
5233,61237,79447,REDONDO  BL  AT  SAN  VICENTE  BL,REDONDO  BL  AT  SAN  VICENTE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=79447
5234,61255,12265,VENICE  BL   E/O   LONGWOOD  AV,VENICE  BL   E/O   LONGWOOD  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12265
5235,61282,80010,VERMONT AV AT GAINSBOROUGH AV,VERMONT AV AT GAINSBOROUGH AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=80010
5236,62080,11300,SAWYER ST AT DURANGO AV,SAWYER ST AT DURANGO AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11300
5237,62096,14323,VALENCIA ST  S/O  OLYMPIC BL,VALENCIA ST  S/O  OLYMPIC BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14323
5238,62110,14468,7th ST AT CORONADO ST,7th ST AT CORONADO ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14468
5239,62111,14480,DIAMOND  ST  AT  FIGUEROA  ST,DIAMOND  ST  AT  FIGUEROA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14480
5240,62122,11937,DAVID  AV  W/O  ROBERTSON  BL,DAVID  AV  W/O  ROBERTSON  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11937
5241,64596,17404,CUMBRE DR AT PELICAN AV,CUMBRE DR AT PELICAN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17404
5242,64606,19223,80th ST AT EMERSON AV,80th ST AT EMERSON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=19223
5243,64610,20308,WESTMINSTER  AV  AT  GLENDON  AV,WESTMINSTER  AV  AT  GLENDON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20308
5244,64614,19291,DUNBARTON  AV  AT  80TH  ST,DUNBARTON  AV  AT  80TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=19291
5245,64618,20368,MCLAUGHLIN  AV  AT  WOODBINE  ST,MCLAUGHLIN  AV  AT  WOODBINE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20368
5246,64628,21960,MONTANA  AV  AT  LEVERING  AV,MONTANA  AV  AT  LEVERING  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21960
5247,64646,20827,MARCO  PL  AT  BEETHOVEN  ST,MARCO  PL  AT  BEETHOVEN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20827
5248,62970,50636,WOODLEY  AV  AT  RINALDI  ST,WOODLEY  AV  AT  RINALDI  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=50636
5249,62995,54734,SCOVILLE  AV AT  DAY  ST,SCOVILLE  AV AT  DAY  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=54734
5250,62999,53871,WOODMAN  AV  AT  VAN NUYS  BL,WOODMAN  AV  AT  VAN NUYS  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=53871
5251,63004,55838,PINERIDGE  DR  E/O  BALBOA  BL,PINERIDGE  DR  E/O  BALBOA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=55838
5252,63010,52815,AMESTOY  AV  AT  OSBORNE  ST,AMESTOY  AV  AT  OSBORNE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=52815
5253,63011,52825,WILBUR  AV  N/O  RAYEN  ST,WILBUR  AV  N/O  RAYEN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=52825
5254,63810,68086,BRONSON  AV  AT  WILSHIRE  BL,BRONSON  AV  AT  WILSHIRE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=68086
5255,63822,68328,COMPTON  AV  N/O  SLAUSON  AV,COMPTON  AV  N/O  SLAUSON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=68328
5256,63831,11401,RIMPAU BL  AT  23RD ST,RIMPAU BL  AT  23RD ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11401
5257,64657,20915,ZANJA  ST  AT  MEIER  ST,ZANJA  ST  AT  MEIER  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20915
5258,64681,22180,STRATHMORE  DR  AT  DEVON  AV,STRATHMORE  DR  AT  DEVON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22180
5259,64683,20124,VICTORIA  AV   AT   OCEAN  VIEW  AV,VICTORIA  AV   AT   OCEAN  VIEW  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20124
5260,64694,23496,ALBRIGHT  ST   AT   HARTZELL  ST,ALBRIGHT  ST   AT   HARTZELL  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23496
5261,64696,25080,WAVERLY DR AT AVENEL ST,WAVERLY DR AT AVENEL ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25080
5262,64699,28614,MISSOURI AV AT MIDVALE AV,MISSOURI AV AT MIDVALE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28614
5263,65487,53510,ZELZAH  AV  AT  PARTHENIA  ST,ZELZAH  AV  AT  PARTHENIA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=53510
5264,65492,53581,HAYVENHURST AV AT VANOWEN ST,HAYVENHURST AV AT VANOWEN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=53581
5265,65493,53582,VANOWEN  ST  AT  HAYVENHURST AV,VANOWEN  ST  AT  HAYVENHURST AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=53582
5266,65496,58672,CORBIN  AV  AT  KINGSBURY  ST,CORBIN  AV  AT  KINGSBURY  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58672
5267,65497,58700,CANOGA  AV  AT  RINALDI  ST,CANOGA  AV  AT  RINALDI  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58700
5268,65506,57507,EL  DORADO  AV  AT  GLAMIS  ST,EL  DORADO  AV  AT  GLAMIS  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=57507
5269,62943,50333,KELVIN   AV  AT  VALERIO  ST,KELVIN   AV  AT  VALERIO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=50333
5270,62948,50408,MAGNOLIA  BL  AT  TYRONE  AV,MAGNOLIA  BL  AT  TYRONE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=50408
5271,62949,50427,HATTERAS  ST  AT  SYLMAR  AV,HATTERAS  ST  AT  SYLMAR  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=50427
5272,62960,50532,CANOGA AV AT VANOWEN ST,CANOGA AV AT VANOWEN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=50532
5273,62966,51516,RESEDA BL AT PASEO NUEVO DR,RESEDA BL AT PASEO NUEVO DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=51516
5274,63891,9996,WALL  ST  AT  47TH  ST,WALL  ST  AT  47TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=9996
5275,64700,29601,SELBY  AV  AT  MISSOURI  AV,SELBY  AV  AT  MISSOURI  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29601
5276,64707,23642,CAPRI DR AT AMALFI DR,CAPRI DR AT AMALFI DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23642
5277,64711,24162,STONER  AV  N/O  TEXAS  AV,STONER  AV  N/O  TEXAS  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24162
5278,64712,22585,SWEETZER   AV AT 4th ST,SWEETZER   AV AT 4th ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22585
5279,64723,23719,CORSICA  DR  AT  NAPOLI  DR,CORSICA  DR  AT  NAPOLI  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23719
5280,64731,23763,NAPOLI  DR  AT  MINORCA  DR,NAPOLI  DR  AT  MINORCA  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23763
5281,64739,24301,BROCKTON  AV  AT  IDAHO  AV,BROCKTON  AV  AT  IDAHO  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24301
5282,64743,24385,ARMACOST  AV  AT  LA  GRANGE  AV,ARMACOST  AV  AT  LA  GRANGE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24385
5283,64749,23237,HAYWORTH AV AT 1 st ST,HAYWORTH AV AT 1 st ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23237
5284,65537,59939,ETIWANDA AV S/O SHERMAN WAY,ETIWANDA AV S/O SHERMAN WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59939
5285,65546,56968,GLAMIS  ST  AT  EL  DORADO  AV,GLAMIS  ST  AT  EL  DORADO  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=56968
5286,65552,58058,DRONFIELD AV AT ALLEGHENY ST,DRONFIELD AV AT ALLEGHENY ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58058
5287,63034,55144,VALMONT  ST  E/O  PINEWOOD  AV,VALMONT  ST  E/O  PINEWOOD  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=55144
5288,63045,54187,LASSEN ST AT WOODLEY AV,LASSEN ST AT WOODLEY AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=54187
5289,63904,10345,JEFFERSON  BL  AT  HOPE  ST,JEFFERSON  BL  AT  HOPE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=10345
5290,63907,15790,MARENGO  ST   AT   CHICAGO  ST,MARENGO  ST   AT   CHICAGO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15790
5291,63917,11359,ROBERTSON  BL AT 24TH ST,ROBERTSON  BL AT 24TH ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11359
5292,63931,37584,HIGHLAND AV  AT  HOLLYWOOD  BL,HIGHLAND AV  AT  HOLLYWOOD  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37584
5293,63933,81806,EDGEMONT  ST  AT  SUNSET  BL,EDGEMONT  ST  AT  SUNSET  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=81806
5294,64767,26359,TACOMA  AV  N/O  ISABEL  ST,TACOMA  AV  N/O  ISABEL  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=26359
5295,64773,29824,CASHIO  ST  AT  GLENVILLE  DR,CASHIO  ST  AT  GLENVILLE  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29824
5296,64792,28843,SAWTELLE  BL  S/O  PICO  BL,SAWTELLE  BL  S/O  PICO  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28843
5297,65586,59242,FERNMONT ST AT WHEELER AV,FERNMONT ST AT WHEELER AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59242
5298,65609,59437,WHEELER AV AT LAZARD ST,WHEELER AV AT LAZARD ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59437
5299,65618,63762,WOODCOCK  AV AT PADDOCK ST,WOODCOCK  AV AT PADDOCK ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63762
5300,65622,65329,PLUMMER  ST AT TAMPA AV,PLUMMER  ST AT TAMPA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65329
5301,65623,63782,WOODCOCK  AV AT PADDOCK ST,WOODCOCK  AV AT PADDOCK ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63782
5302,65626,65078,PARTHENIA ST AT CORBIN AV,PARTHENIA ST AT CORBIN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65078
5303,65632,62560,VANOWEN  ST  AT  LINDLEY  AV,VANOWEN  ST  AT  LINDLEY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62560
5304,63081,53370,LINDLEY  AV  S/O  LASSEN  ST,LINDLEY  AV  S/O  LASSEN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=53370
5305,63102,58690,TULSA ST E/O DE SOTO AV,TULSA ST E/O DE SOTO AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58690
5306,63104,59630,POLK ST AT ALMETZ ST,POLK ST AT ALMETZ ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59630
5307,63105,59663,RESEDA BL AT CHASE ST,RESEDA BL AT CHASE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59663
5308,63116,57586,BARTEE AV AT CARL ST,BARTEE AV AT CARL ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=57586
5309,63957,30580,WESTERN AV AT LEXINGTON AV,WESTERN AV AT LEXINGTON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30580
5310,63982,26710,ECHO  ST  N/O  HAYES  AV,ECHO  ST  N/O  HAYES  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=26710
5311,63995,18013,LINCOLN  BL  S/O  NELROSE  AV,LINCOLN  BL  S/O  NELROSE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=18013
5312,64003,48439,VICTORY  BL  AT  BALBOA  BL,VICTORY  BL  AT  BALBOA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=48439
5313,64803,28991,GRAHAM  PL  W/O  SAWTELLE  BL,GRAHAM  PL  W/O  SAWTELLE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28991
5314,64812,29217,VERONA  AV   E/O   THAYER  AV,VERONA  AV   E/O   THAYER  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29217
5315,64813,29257,PATRICIA  AV AT LOUISIANA AV,PATRICIA  AV AT LOUISIANA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29257
5316,64816,29302,KERWOOD AV AT ALMAYO AV,KERWOOD AV AT ALMAYO AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29302
5317,64833,29480,FORRESTER  DR  AT  QUEENSBURY  DR,FORRESTER  DR  AT  QUEENSBURY  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29480
5318,64843,28337,FIGUEROA  ST  AT  ANNAN  WAY,FIGUEROA  ST  AT  ANNAN  WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28337
5319,64849,29792,WARNALL  AV AT  ROCHESTER AV,WARNALL  AV AT  ROCHESTER AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29792
5320,65634,60975,BALBOA BL AT RINALDI ST,BALBOA BL AT RINALDI ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=60975
5321,65643,62853,DESMOND  ST  AT  EL DORADO  AV,DESMOND  ST  AT  EL DORADO  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62853
5322,65657,61942,MATHER  AV  AT  KYLE  ST,MATHER  AV  AT  KYLE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=61942
5323,65683,62405,LAS LUNITAS  AV S/O HILLROSE ST,LAS LUNITAS  AV S/O HILLROSE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62405
5324,63124,59872,VALERIO  ST  AT  VANALDEN  AV,VALERIO  ST  AT  VANALDEN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59872
5325,63136,56770,GREENBUSH  AV AT OTSEGO ST,GREENBUSH  AV AT OTSEGO ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=56770
5326,63147,60097,CANTARA ST  E/O  YOLANDA AV,CANTARA ST  E/O  YOLANDA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=60097
5327,64008,55977,WOODMAN AV  AT  VALLEYHEART DR,WOODMAN AV  AT  VALLEYHEART DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=55977
5328,64030,69788,MULHOLLAND DR E/O CALNEVA DR,MULHOLLAND DR E/O CALNEVA DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=69788
5329,64031,55952,TYRONE AV AT RIVERSIDE DR,TYRONE AV AT RIVERSIDE DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=55952
5330,64039,45239,LA SUVIDA  DR  E/O PRIMERA AV,LA SUVIDA  DR  E/O PRIMERA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=45239
5331,64856,30639,OXFORD AV AT SIERRA VISTA AV,OXFORD AV AT SIERRA VISTA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30639
5332,64857,30659,EL CENTRO AV AT ELEANOR AV,EL CENTRO AV AT ELEANOR AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30659
5333,64865,30764,KENMORE  AV  AT  MELROSE  AV,KENMORE  AV  AT  MELROSE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30764
5334,64872,35104,SAN PABLO  ST  N/O  ZONAL  AV,SAN PABLO  ST  N/O  ZONAL  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35104
5335,64881,32338,RAMPART  BL  AT  TEMPLE  ST,RAMPART  BL  AT  TEMPLE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32338
5336,64887,31080,LEXINGTON  AV  AT  CAHUENGA  BL,LEXINGTON  AV  AT  CAHUENGA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31080
5337,64894,32516,RIVERSIDE DR AT DORRIS PL,RIVERSIDE DR AT DORRIS PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32516
5338,64897,31287,MELROSE AV AT VINE ST,MELROSE AV AT VINE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31287
5339,64903,29946,CAPITOL DR AT AMELIA AV,CAPITOL DR AT AMELIA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29946
5340,64905,32705,SUNSET  BL   AT   ECHO  PARK  AV,SUNSET  BL   AT   ECHO  PARK  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32705
5341,59096,81920,WATERVIEW ST AT TRASK AV,WATERVIEW ST AT TRASK AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=81920
5342,59099,30723,WILTON PL AT MONROE ST,WILTON PL AT MONROE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30723
5343,59119,20911,LINDEN AV S/O CALIFORNIA AV,LINDEN AV S/O CALIFORNIA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20911
5344,59133,36910,EDGEMONT  ST  S/O  LOS  FELIZ  BL,EDGEMONT  ST  S/O  LOS  FELIZ  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=36910
5345,63180,59322,FERNMONT  ST  W/O  FOOTHILL  BL,FERNMONT  ST  W/O  FOOTHILL  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59322
5346,63188,60840,VANALDEN  AV  AT  VALERIO  ST,VANALDEN  AV  AT  VALERIO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=60840
5347,63194,59454,POLK  ST  AT  GLADSTONE  AV,POLK  ST  AT  GLADSTONE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59454
5348,63195,59468,FENTON  AV  AT  PADDOCK  ST,FENTON  AV  AT  PADDOCK  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59468
5349,63204,63748,POLK  ST  AT  NORRIS  AV,POLK  ST  AT  NORRIS  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63748
5350,63206,64957,PLUMMER  ST  AT  MASON  AV,PLUMMER  ST  AT  MASON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64957
5351,64075,64680,TAMPA  AV  AT  NORDHOFF  ST,TAMPA  AV  AT  NORDHOFF  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64680
5352,64085,67395,VANOWEN  ST  AT  SHOUP  AV,VANOWEN  ST  AT  SHOUP  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67395
5353,64092,64146,GAGER  ST  AT  WHEELER  AV,GAGER  ST  AT  WHEELER  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64146
5354,64913,31328,WILCOX  AV  AT  CLINTON  ST,WILCOX  AV  AT  CLINTON  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31328
5355,64915,31352,MAPLEWOOD AV AT HOBART BL,MAPLEWOOD AV AT HOBART BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31352
5356,64925,30031,CAPITOL DR W/O GAFFEY ST,CAPITOL DR W/O GAFFEY ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30031
5357,64926,30039,BASIN ST AT MEYLER ST,BASIN ST AT MEYLER ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30039
5358,62397,32547,BRANDEN  ST  AT  GLENDALE  BL,BRANDEN  ST  AT  GLENDALE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32547
5359,62401,28840,COVENTRY  PL  AT  MALCOLM  AV,COVENTRY  PL  AT  MALCOLM  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28840
5360,62409,28918,GLENDON  AV  AT  COVENTRY  PL,GLENDON  AV  AT  COVENTRY  PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28918
