OBJECTID,ASSETID,ID,Location,TOOLTIP,NLA_URL
1,200,8469,39TH  PL  AT  ST  ANDREWS  PL,39TH  PL  AT  ST  ANDREWS  PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=8469
2,205,9287,24TH  ST  AT  GRIFFITH  AV,24TH  ST  AT  GRIFFITH  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=9287
3,218,9044,52ND  ST  AT  WESTERN  AV,52ND  ST  AT  WESTERN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=9044
4,229,11085,OLYMPIC  BL  AT  LA  CIENEGA  BL,OLYMPIC  BL  AT  LA  CIENEGA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11085
5,230,11333,ROBERTSON  BL  AT  GUTHRIE  AV,ROBERTSON  BL  AT  GUTHRIE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11333
6,241,11152,WETHERLY DR AT WHITWORTH DR,WETHERLY DR AT WHITWORTH DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11152
7,242,11159,PACKARD  ST  E/O  LA CIENEGA  BL,PACKARD  ST  E/O  LA CIENEGA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11159
8,246,11223,CREST  DR  AT  PICKFORD  ST,CREST  DR  AT  PICKFORD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11223
9,251,10803,53RD  ST  AT  COMPTON  AV,53RD  ST  AT  COMPTON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=10803
10,262,12797,WILTON  PL  AT  SAN  MARINO  ST,WILTON  PL  AT  SAN  MARINO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12797
11,266,15540,BEAUDRY  AV  AT  2ND  ST,BEAUDRY  AV  AT  2ND  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15540
12,276,12961,QUEEN ANNE PL  AT 12th ST,QUEEN ANNE PL  AT 12th ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12961
13,7,393,READING AV  AT  INTERCEPTOR ST,READING AV  AT  INTERCEPTOR ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=393
14,18,846,WEST  BL  N/O  SLAUSON  AV,WEST  BL  N/O  SLAUSON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=846
15,27,3743,CROCKER  ST  AT  87TH  PL,CROCKER  ST  AT  87TH  PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=3743
16,72,2279,ASCOT AV AT 55th ST,ASCOT AV AT 55th ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=2279
17,74,3558,CENTURY  BL  AT  CENTRAL  AV,CENTURY  BL  AT  CENTRAL  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=3558
18,113,5500,NEPTUNE  AV  AT  SANDISON  ST,NEPTUNE  AV  AT  SANDISON  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=5500
19,129,5818,EUBANK  AV  AT  G  ST,EUBANK  AV  AT  G  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=5818
20,134,6518,DON ST AT FRIGATE AV,DON ST AT FRIGATE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=6518
21,145,6646,EVELYN  AV  AT  182ND  ST,EVELYN  AV  AT  182ND  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=6646
22,155,6600,ANAHEIM  ST AT SCHLEY AV,ANAHEIM  ST AT SCHLEY AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=6600
23,162,7223,112th ST AT WILMINGTON AV,112th ST AT WILMINGTON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=7223
24,388,21655,BROADWAY  AT  51ST  ST,BROADWAY  AT  51ST  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21655
25,396,21844,MONTANA  AV  E/O  SEPULVEDA  BL,MONTANA  AV  E/O  SEPULVEDA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21844
26,397,17392,16th ST E/O DODSON AV,16th ST E/O DODSON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17392
27,405,19282,REDWOOD AV N/O MINDANAO WAY,REDWOOD AV N/O MINDANAO WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=19282
28,422,19477,OSAGE AV S/O 83rd ST,OSAGE AV S/O 83rd ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=19477
29,423,19488,BELFORD  AV  AT  83RD  ST,BELFORD  AV  AT  83RD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=19488
30,428,21981,OPHIR  DR  AT  MIDVALE  AV,OPHIR  DR  AT  MIDVALE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21981
31,430,17911,17TH  ST  AT  CENTRE  ST,17TH  ST  AT  CENTRE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17911
32,438,17979,INDIANA  AV  AT  4TH  AV,INDIANA  AV  AT  4TH  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17979
33,451,18343,BROOKS  AV  AT  5TH  AV,BROOKS  AV  AT  5TH  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=18343
34,467,22176,CLUB VIEW  DR  AT  COMSTOCK  AV,CLUB VIEW  DR  AT  COMSTOCK  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22176
35,468,22195,BEVERLY GLEN  BL  AT  WILSHIRE  BL,BEVERLY GLEN  BL  AT  WILSHIRE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22195
36,483,21195,LONG BEACH  AV  AT  55TH  ST,LONG BEACH  AV  AT  55TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21195
37,488,21543,BROADWAY  N/O  SLAUSON  AV,BROADWAY  N/O  SLAUSON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=21543
38,501,28609,PELHAM  AV  AT  LA  GRANGE  AV,PELHAM  AV  AT  LA  GRANGE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28609
39,522,22591,3RD  ST  AT  MARTEL  AV,3RD  ST  AT  MARTEL  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22591
40,527,24203,GOSHEN  AV  AT  BUNDY  DR,GOSHEN  AV  AT  BUNDY  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24203
41,533,23711,CAPRI DR AT CORSICA DR,CAPRI DR AT CORSICA DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23711
42,534,24564,BURLINGAME  AV  AT  MARLBORO  ST,BURLINGAME  AV  AT  MARLBORO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24564
43,540,23082,2nd ST AT SYCAMORE AV,2nd ST AT SYCAMORE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23082
44,547,25470,GRIFFITH PARK BL  AT  ST GEORGE  ST,GRIFFITH PARK BL  AT  ST GEORGE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25470
45,548,25476,TRACY  ST  AT  MYRA  AV,TRACY  ST  AT  MYRA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25476
46,557,22878,HAYWORTH AV AT CLINTON ST,HAYWORTH AV AT CLINTON ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22878
47,565,24499,CARMELINA  AV  AT  SUNSET  BL,CARMELINA  AV  AT  SUNSET  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24499
48,566,24527,ANITA AV AT SANTA CATALINA VIEW,ANITA AV AT SANTA CATALINA VIEW,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24527
49,570,24553,SHADY DR   W/O   CARMELINA  AV,SHADY DR   W/O   CARMELINA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24553
50,575,24714,NEBRASKA  AV  AT  ARMACOST  AV,NEBRASKA  AV  AT  ARMACOST  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24714
51,589,28670,CAMDEN  AV  AT  LA GRANGE  AV,CAMDEN  AV  AT  LA GRANGE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28670
52,594,28715,COTNER  AV  AT  MISSISSIPPI  AV,COTNER  AV  AT  MISSISSIPPI  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28715
53,609,28018,FIGUEROA  ST  AT  BUENA VISTA TER,FIGUEROA  ST  AT  BUENA VISTA TER,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28018
54,627,29146,OHIO  AV  AT  GLENDON  AV,OHIO  AV  AT  GLENDON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29146
55,633,29228,BELLWOOD  AV  S/O  OLYMPIC  BL,BELLWOOD  AV  S/O  OLYMPIC  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29228
56,637,29306,MISSISSIPPI AV  AT  MANNING  AV,MISSISSIPPI AV  AT  MANNING  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29306
57,640,29369,GLENDON  AV  AT  MISSISSIPPI  AV,GLENDON  AV  AT  MISSISSIPPI  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29369
58,661,29568,BEVERLY  DR  AT  FLINT  AV,BEVERLY  DR  AT  FLINT  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29568
59,665,28472,MALCOLM  AV  AT  ROCHESTER  AV,MALCOLM  AV  AT  ROCHESTER  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28472
60,666,29741,BENTLEY  AV  AT  MASSACHUSETTS  AV,BENTLEY  AV  AT  MASSACHUSETTS  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29741
61,670,29799,WEYBURN  AV  E/O  MALCOLM  AV,WEYBURN  AV  E/O  MALCOLM  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29799
62,672,27721,GENEVIEVE  AV  AT  NEOLA  ST,GENEVIEVE  AV  AT  NEOLA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=27721
63,681,34940,ORCHARD AV N/O 149TH ST,ORCHARD AV N/O 149TH ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=34940
64,683,30552,MEYLER  ST   AT   13TH  ST,MEYLER  ST   AT   13TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30552
65,685,30680,EL CENTRO AV AT BARTON AV,EL CENTRO AV AT BARTON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30680
66,690,30710,HOBART  BL   N/O   LEMON GROVE  AV,HOBART  BL   N/O   LEMON GROVE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30710
67,697,32241,LEMOYNE  ST   S/O   SCOTT  AV,LEMOYNE  ST   S/O   SCOTT  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32241
68,701,30982,LUCERNE  BL  AT  1ST  ST,LUCERNE  BL  AT  1ST  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30982
69,702,31002,LAS PALMAS  AV  AT  3RD  ST,LAS PALMAS  AV  AT  3RD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31002
70,703,32297,SUNSET  BL  AT  SUTHERLAND  ST,SUNSET  BL  AT  SUTHERLAND  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32297
71,278,13996,HIGHLAND  AV  AT  12TH  ST,HIGHLAND  AV  AT  12TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13996
72,291,15955,MOTT ST  AT  MALABAR ST,MOTT ST  AT  MALABAR ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15955
73,292,15961,SOTO  ST  AT  FOLSOM  ST,SOTO  ST  AT  FOLSOM  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15961
74,295,11504,BURNSIDE  AV  AT  9TH  ST,BURNSIDE  AV  AT  9TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11504
75,299,14273,HOPE  ST  S/O  TEMPLE  ST,HOPE  ST  S/O  TEMPLE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14273
76,300,14280,HILL  ST  AT  1ST  ST,HILL  ST  AT  1ST  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14280
77,306,13160,BERENDO  ST  N/O  WASHINGTON  BL,BERENDO  ST  N/O  WASHINGTON  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13160
78,310,11671,HOLT AV AT CASHIO ST,HOLT AV AT CASHIO ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11671
79,316,13196,WASHINGTON BL AT BRONSON AV,WASHINGTON BL AT BRONSON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13196
80,322,16343,ST LOUIS ST AT 4th ST,ST LOUIS ST AT 4th ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=16343
81,333,13584,WASHINGTON BL AT BRONSON AV,WASHINGTON BL AT BRONSON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13584
82,334,14656,WILSHIRE  BL  AT  BEAUDRY  AV,WILSHIRE  BL  AT  BEAUDRY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14656
83,335,14712,OLYMPIC  BL  AT  UNION  AV,OLYMPIC  BL  AT  UNION  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14712
84,345,14777,8TH  ST  E/O  FLOWER  ST,8TH  ST  E/O  FLOWER  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14777
85,348,12128,CURSON AV AT ADAMS BL,CURSON AV AT ADAMS BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12128
86,350,13794,8TH  ST  AT  NORMANDIE  AV,8TH  ST  AT  NORMANDIE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13794
87,352,14882,HOOVER  ST  AT  18TH  ST,HOOVER  ST  AT  18TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14882
88,355,14920,TOBERMAN ST AT VENICE BL,TOBERMAN ST AT VENICE BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14920
89,357,17229,28TH  ST  AT  HOOVER  ST,28TH  ST  AT  HOOVER  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17229
90,358,12253,8TH  ST  AT  HAUSER  BL,8TH  ST  AT  HAUSER  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12253
91,359,12282,PACKARD  ST  AT  MASSELIN  AV,PACKARD  ST  AT  MASSELIN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12282
92,360,12327,STEARNS  DR  AT  SATURN  ST,STEARNS  DR  AT  SATURN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12327
93,361,12337,GARTH  AV  AT AIRDROME  ST,GARTH  AV  AT AIRDROME  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=12337
94,363,14962,SAN  JULIAN  ST  S/O  9TH  ST,SAN  JULIAN  ST  S/O  9TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=14962
95,379,17287,MEYLER ST AT 19th ST,MEYLER ST AT 19th ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=17287
96,383,15359,6TH ST W/O OLIVE ST,6TH ST W/O OLIVE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15359
97,1022,42912,LANARK ST AT SULLY DR,LANARK ST AT SULLY DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=42912
98,1043,43155,CROCKETT ST AT CLYBOURN AV,CROCKETT ST AT CLYBOURN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43155
99,1049,42302,ROSCOE  BL  AT  HAZELTINE  AV,ROSCOE  BL  AT  HAZELTINE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=42302
100,1056,42425,WHITSETT  AV  AT  STRATHERN  ST,WHITSETT  AV  AT  STRATHERN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=42425
101,1058,43571,LANKERSHIM  BL  AT  STRATHERN  ST,LANKERSHIM  BL  AT  STRATHERN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43571
102,717,31149,ROMAINE  ST  AT  VINE  ST,ROMAINE  ST  AT  VINE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31149
103,724,32592,BERKELEY  AV   AT   WATERLOO  ST,BERKELEY  AV   AT   WATERLOO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32592
104,758,30204,MEYLER  ST  AT  9TH  ST,MEYLER  ST  AT  9TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30204
105,761,31804,ROSSMORE AV S/O BEVERLY BL,ROSSMORE AV S/O BEVERLY BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31804
106,762,34511,PAULA ST   AT   HELLMAN AV,PAULA ST   AT   HELLMAN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=34511
107,767,31874,ROSSMORE AV AT 3 rd ST,ROSSMORE AV AT 3 rd ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31874
108,778,33358,BELMONT  AV  AT  BEVERLY  BL,BELMONT  AV  AT  BEVERLY  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=33358
109,791,36864,EL CONTENTO DR  AT  QUEBEC  DR,EL CONTENTO DR  AT  QUEBEC  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=36864
110,796,37545,HIGHLAND  AV  AT  SUNSET  BL,HIGHLAND  AV  AT  SUNSET  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37545
111,818,36966,EDGEMONT  ST  AT  FRANKLIN  AV,EDGEMONT  ST  AT  FRANKLIN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=36966
112,824,35407,STOCKBRIDGE AV  N/O  ALLAN  ST,STOCKBRIDGE AV  N/O  ALLAN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35407
113,873,40069,SUNNYSLOPE  AV AT COLLINS ST,SUNNYSLOPE  AV AT COLLINS ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=40069
114,878,39264,SALE  AV  S/O  VENTURA  BL,SALE  AV  S/O  VENTURA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=39264
115,896,40384,AGNES AV AT KITTRIDGE ST,AGNES AV AT KITTRIDGE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=40384
116,901,39483,SHOUP  AV  AT  VENTURA  BL,SHOUP  AV  AT  VENTURA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=39483
117,916,39559,ROYER  AV  S/O  VICTORY  BL,ROYER  AV  S/O  VICTORY  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=39559
118,923,38835,FALLBROOK  AV  AT  OXNARD  ST,FALLBROOK  AV  AT  OXNARD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=38835
119,934,40862,WHITSETT  AV  AT  MAGNOLIA  BL,WHITSETT  AV  AT  MAGNOLIA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=40862
120,936,39728,EILAT  ST  AT  ROD  AV,EILAT  ST  AT  ROD  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=39728
121,944,41025,SYLVAN   ST AT SIMPSON AV,SYLVAN   ST AT SIMPSON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=41025
122,958,43374,TUJUNGA  AV  S/O  SHERMAN  WAY,TUJUNGA  AV  S/O  SHERMAN  WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43374
123,995,41723,CARTWRIGHT  AV   AT   MAGNOLIA  BL,CARTWRIGHT  AV   AT   MAGNOLIA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=41723
124,998,43848,LANKERSHIM BL AT VANOWEN ST,LANKERSHIM BL AT VANOWEN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43848
125,1000,43865,DESERET DR S/O CALABASH ST,DESERET DR S/O CALABASH ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43865
126,1179,51839,ROSCOE BL  AT  KESTER AV,ROSCOE BL  AT  KESTER AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=51839
127,1182,51877,TILDEN  AV  AT  LANARK  ST,TILDEN  AV  AT  LANARK  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=51877
128,1185,50055,ALABAMA  AV  AT  GAULT  ST,ALABAMA  AV  AT  GAULT  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=50055
129,1191,48961,HATTERAS ST AT WILLIS AV,HATTERAS ST AT WILLIS AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=48961
130,1200,48681,VAN  NUYS  BL  AT  OXNARD  ST,VAN  NUYS  BL  AT  OXNARD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=48681
131,1202,48715,ALBERS  ST AT WILLIS AV,ALBERS  ST AT WILLIS AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=48715
132,1208,48772,OTSEGO ST AT HAYVENHURST AV,OTSEGO ST AT HAYVENHURST AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=48772
133,1232,53151,AMESTOY AV  S/O  DEARBORN ST,AMESTOY AV  S/O  DEARBORN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=53151
134,1241,54380,OSBORNE  ST  AT  SYLMAR  AV,OSBORNE  ST  AT  SYLMAR  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=54380
135,1253,56852,DEEP CANYON DR AT WHITWELL DR,DEEP CANYON DR AT WHITWELL DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=56852
136,1255,52332,VALJEAN AV AT VALERIO ST,VALJEAN AV AT VALERIO ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=52332
137,1256,49482,ALABAMA  AV  AT  WYANDOTTE  ST,ALABAMA  AV  AT  WYANDOTTE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=49482
138,1284,53860,WOODLEY AV AT LASSEN ST,WOODLEY AV AT LASSEN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=53860
139,1300,52876,DEVONSHIRE  ST  AT  BALBOA  BL,DEVONSHIRE  ST  AT  BALBOA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=52876
140,1308,56052,HAZELTINE AV AT MOORPARK ST,HAZELTINE AV AT MOORPARK ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=56052
141,1310,56109,VALLEY VISTA BL AT SUNNYSLOPE AV,VALLEY VISTA BL AT SUNNYSLOPE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=56109
142,1317,54151,FILMORE ST AT CANTERBURY AV,FILMORE ST AT CANTERBURY AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=54151
143,1323,54190,LASSEN ST AT HASKELL AV,LASSEN ST AT HASKELL AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=54190
144,1332,55268,FOOTHILL  BL  AT  MARCUS  AV,FOOTHILL  BL  AT  MARCUS  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=55268
145,1348,56346,WHITSETT AV AT SARAH ST,WHITSETT AV AT SARAH ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=56346
146,1372,53520,NORDHOFF  ST  AT  LINDLEY  AV,NORDHOFF  ST  AT  LINDLEY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=53520
147,1377,54709,MATHER  AV  AT  APPERSON  ST,MATHER  AV  AT  APPERSON  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=54709
148,1391,58728,FOOTHILL BL  AT  OSBORNE ST,FOOTHILL BL  AT  OSBORNE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58728
149,1397,57595,BEACHY  AV   AT   VAN NUYS  BL,BEACHY  AV   AT   VAN NUYS  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=57595
150,1402,59869,VANALDEN  AV  AT  VALERIO  ST,VANALDEN  AV  AT  VALERIO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59869
151,1431,57030,CARL ST AT BARTEE AV,CARL ST AT BARTEE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=57030
152,1448,58980,POLK ST  AT DRONFIELD AV,POLK ST  AT DRONFIELD AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58980
153,1454,60313,VALERIO  ST  AT  LINDLEY  AV,VALERIO  ST  AT  LINDLEY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=60313
154,1460,59120,GARRICK AV AT HERRON ST,GARRICK AV AT HERRON ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59120
