OBJECTID,healthind,boeint_fkey,calenvscreen,GlobalID
10077,30.367205,111054,14.9751690508,f019e033-29be-484d-b0f4-b49b8dc4e81f
10078,33.598374,111057,14.9751690508,2c87589f-03b3-459b-8ce2-444ccd12656e
10079,30.367205,111058,11.539403447,2c399917-335e-46ca-8253-93316b892cef
10080,36.001491,111059,17.2416118159,fa7aa10f-897f-4ccd-9c90-d472d0fdbd3d
10081,36.788619,111060,24.1602693434,3901ae51-c48e-41ca-88fd-e7ae61a47169
10082,44.591436,111061,35.2230934977,73ba0611-ce46-487d-b44f-fa5663ea98c0
10083,45.103194,111062,52.4453387176,ac2bd72d-f800-4299-bdf7-74f391d7e9cb
10084,31.203231,111066,11.3468670337,fe3bc5e2-14c6-48f9-942f-30e5e4c10038
10085,31.203231,111067,11.3468670337,fd7ac473-36f2-4c94-b8a1-374836abe6cc
10086,30.89252,111069,10.12031323,668d02a7-02ed-401b-892e-aa674555bb66
10087,38.13852,111072,24.2057632889,0cb1fdef-e9fc-4c6f-99c4-d6cea58badd3
10088,50.115184,111073,18.7362185127,aebf4760-c4e8-4a15-b32c-ad0519be3e61
10089,43.237787,111074,21.9039702533,4cfff296-f1f6-44b3-acb8-632f052e5822
10090,52.601982,111077,49.6669657971,7757fbb3-f0bc-4d4d-aad5-d9c40675c9e7
10091,50.098122,111078,44.0539680128,c0f5237d-cc48-49e0-8b05-4da51af30919
10092,53.074665,111079,44.0539680128,54ca43c0-6d62-4536-ae5a-7a41cb366beb
10093,52.631616,111082,48.6911565285,5e3758f8-3e42-4643-9381-7d0ab78c6dcc
10094,51.617464,111084,52.2234018661,15304a7e-a0a3-4164-b946-89f25d23d602
10095,51.617464,111085,52.2234018661,f83171ee-f74c-4e8a-84ef-2c392809b8d5
10096,53.888294,111086,49.9725916204,1b45ed13-288a-4ff4-a7ec-3630086aa483
10097,31.203231,111087,11.3468670337,b0cef05a-0efb-41dc-adea-f1bf1a6e556e
10098,30.89252,111089,10.12031323,0abda3eb-cf3c-4545-bf1f-42b1087e217a
10099,29.332652,111093,13.3848501273,a91f3694-138a-44cf-9a70-b19580fe4cc1
10100,30.89252,111094,10.12031323,e8c36ddc-2d01-4583-9f2a-fc6c5e6dd81d
10101,29.332652,111095,13.3848501273,e2336883-1bd8-40b2-8c15-df4b4df4d4ca
10102,29.332652,111096,13.3848501273,ea42d853-3e03-4e1e-a78d-f31880e78bb0
10103,30.89252,111098,10.12031323,65a00300-8b92-4cca-b842-dc33dd414273
10104,40.748395,111099,24.2057632889,1e5e530f-73b5-4bbc-9ca3-92bf67604de7
10105,46.929562,111100,48.3320820941,6e0227b3-7448-4e1c-8490-925a22732e7d
10106,46.937562,111101,42.2916528504,ba75a4f0-9c66-47a9-864c-fa7ca02b5cff
10107,48.468552,111102,48.3320820941,25380adf-f227-49af-902d-eb23a47fbd91
10108,48.468552,111103,48.3320820941,8ebf6c04-b486-4867-97df-f0692527b5c6
10109,46.342785,111105,36.0482982025,62039d47-3adc-4180-949d-76cbb03d3559
10110,43.822546,111107,31.9038845212,ecd252fa-b29d-4f3f-bd1c-d9e43e29763d
10111,46.929562,111109,48.3320820941,6753a46c-e8b7-4679-b0f5-a3cbc3a6ef48
10112,43.627624,111110,32.5497514225,7813fce7-3b51-4f53-a995-4ddebe67ffba
10113,40.639545,111111,36.129509183,2a65f688-6f84-4495-b8fb-db08bc8164f2
10114,49.552634,111112,46.3185915694,fba19084-d4ea-45c5-83db-cb56edf2f8d7
10115,48.013644,111113,46.5314312695,f8664291-acd0-4f36-a7df-4aad09e47c3b
10116,46.502631,111114,46.3586996623,2ed80170-98b4-44aa-8bff-fe554c6fbdf3
10117,51.518139,111115,47.4810055984,a7882165-2b2f-4562-affa-a55164973d88
10118,52.320488,111116,48.7621705302,c542ec43-f146-4033-9fcc-8420cb0a314c
10119,57.626581,111117,45.9255597433,9a5989f4-0c20-43f9-9bfc-4c2ef88cc8e1
10120,48.572714,111118,48.1274872763,dc565556-e876-467a-8c1e-e4b83e940dd7
10121,29.332652,111119,13.3848501273,b660abef-b232-48dd-868f-0f62732d5671
10122,30.89252,111121,10.12031323,53c5fbf5-235a-4ee8-8076-242b18df0fa4
10123,31.203231,111122,11.3468670337,119709ce-e6a6-44ff-ba1b-918b370e7581
10124,31.203231,111123,11.3468670337,f49291f8-8617-4948-8642-f47402e84e07
10125,31.203231,111124,11.3468670337,406573cc-4773-48e4-8ed0-e465f0530ccc
10126,29.332652,111125,13.3848501273,5e8fe1b0-2a40-4477-bafe-d203ae507b7c
10127,43.467703,111126,37.3238694209,df28619c-58ae-488e-86b0-af972382ad26
10128,46.342785,111127,36.0482982025,6b605150-ee57-44ac-b1c0-213c5708ea93
10129,46.342785,111128,36.0482982025,0e4f8bfe-d4ec-48dc-be9e-4ab9c2ecd41b
10130,47.539411,111130,45.7123621856,93ed7b9e-ebc2-439f-bfe6-0f1c126998c4
10131,46.19438,111131,52.881423197,6535ca77-6e74-4bc5-bddc-d9fb56325006
10132,47.172762,111132,46.5314312695,6faf12fe-dd14-4de0-b5ce-8d06f799ba36
10133,45.863108,111135,47.5875343679,8095a7bc-25b9-4eaf-bfd6-9479d0c9895d
10134,44.048776,111136,41.9226353958,947f2eaf-a6f4-4b48-a544-cf42603cd390
10135,47.539411,111137,45.7123621856,728ce990-596f-43a4-9c06-d07a766edf3c
10136,44.048776,111139,41.9226353958,9b3f28b5-9902-4c1a-b898-c3f3acb13f1e
10137,45.863108,111140,46.8490246502,d93c5c22-e62b-4ea0-9b17-3619d59faebc
10138,44.048776,111141,41.9226353958,a9a64bc0-2a82-42d6-be1b-374763ee7622
10139,49.826109,111142,49.0003680445,5bdf6f26-d199-40ec-8a00-084d6c55b4cd
10140,47.159984,111145,37.8885696629,bd7069cd-a287-4e01-9fcd-d816710acab5
10141,30.89252,111147,11.3468670337,2770b23b-b319-4b4f-bf49-02ebe7edf448
10142,30.89252,111148,10.12031323,6b58aaaf-9933-4389-8e2d-d7cec8cc0400
10143,31.203231,111151,11.3468670337,3f200338-f1a0-4500-8a7f-228889f0ffe2
10144,30.746851,111153,10.12031323,0dde6f1c-747d-44f0-8f77-6a3c1040dd82
10145,31.570251,111154,23.201554487,03cef8a1-90b5-4601-af87-6e28ded9c2c9
10146,34.246221,111155,19.4992621976,7f0d8f83-d707-415e-a60e-6f6fd44165c5
10147,31.59441,111156,13.7742078702,f02de1b4-d0ca-4958-be96-4db12e7bbf4e
10148,31.805161,111157,23.201554487,9307bc10-8b9a-4694-aad6-4e90df3651ed
10149,35.763686,111158,17.9865217209,d214482f-7069-4436-9f96-7d6f50f601d3
10150,38.776835,111159,26.9501364492,b82c4feb-81d3-415c-8d4c-bd5dfd1fda4f
10151,47.172762,111161,40.1622291677,a5cfd6ba-8f26-4377-9e4a-681ad1a9c994
10152,40.658491,111162,24.9400713404,dd4ba4d6-786f-4041-886a-54425a4a1b08
10153,38.776835,111163,26.9501364492,15b158b7-37c9-4f4c-9a7a-3a26420b3669
10154,45.823882,111164,55.0721694007,51b6d4c3-60f9-4d18-b5f7-78218d9ca25d
10155,47.509664,111165,,ae6225d4-7a11-40b8-958b-bc34c620efc7
10156,51.534533,111166,47.4810055984,75640d34-34ab-4ee5-bb15-4dcbb40d9931
10157,55.31245,111167,57.181241003,5bf71ab3-de21-4752-8860-42455bec7e0d
10158,47.188132,111168,27.2347185904,648b7ee3-9ca9-4aae-8f0d-952ec2e51bd9
10159,46.5399,111169,61.037398019,27756dc6-a51f-4a00-868f-f0c916054255
10160,32.112347,111171,13.3848501273,8b40556f-39f8-414c-a225-89398da45123
10161,35.451122,111172,7.79193765231,f9ad688c-0af5-4fd4-814f-416d14ca70aa
10162,32.112347,111173,13.3848501273,49ff6932-20e7-4195-9679-3f1d92e67ddc
10163,35.451122,111174,7.79193765231,a54b5900-4275-41f2-8454-73b94f2887cb
10164,35.451122,111175,7.79193765231,6b9c80ef-34e3-4a54-b743-71bb9457a9ce
10165,33.78114,111176,12.8863979764,987c49f1-f359-4b74-8c8c-3e75f5df79ea
10166,35.404848,111177,16.7397416696,22a9cb0d-be2c-44c5-9821-4d6b8e42b514
10167,35.224,111178,19.8229497001,48a5579b-c27c-4165-b4f2-8244bf978b75
10168,35.224,111179,19.8229497001,cfc94bfa-2396-4fa3-85f1-0bfd19b7499e
10169,35.763686,111180,17.9865217209,94ce5db4-bb37-4985-bb89-b66b3498f331
10170,35.224,111182,19.8229497001,21c49b88-668f-46aa-9cf8-01da4282b629
10171,31.336086,111183,14.1383138524,3361bbe9-3001-4d62-8f74-48adcb5f194e
10172,35.763686,111185,17.9865217209,73cdcc49-5e43-4a9f-a4cc-f05411b4471c
10173,34.148472,111186,14.1383138524,3f6e6ff4-34f7-449e-9d37-8c3bd8dfcffd
10174,34.253591,111187,22.2135762503,301b853a-d019-40fc-8e1d-ce91ea2b275f
10175,40.658491,111188,24.9400713404,59dccfc3-79da-4ce8-aee6-f32800d1a7bd
10176,40.658491,111189,24.9400713404,646aa23f-1d70-4802-ad0f-a57dc23814e2
10177,40.658491,111190,24.9400713404,6e8dd0f1-5b50-4e75-8a4d-2432c75fbdcd
10178,38.604958,111191,14.1927156205,a44114bc-d447-4c5b-bb50-94836ef0efc9
10179,43.577295,111192,34.7178215322,91e388df-a5d1-48a7-a7e3-561ed84af223
10180,42.213229,111193,21.641790947,cddb306e-868f-44ca-99d8-12ca9c216a6e
10181,40.658491,111194,24.9400713404,07dde4e3-20c2-4128-8e2d-419715368583
10182,40.658491,111195,24.9400713404,baacb7d3-5a35-4d55-b222-046e527f2d57
10183,47.304547,111199,36.5508117616,aaf195bc-019d-4e15-91df-21fc477e0290
10184,47.030756,111200,61.038399138,894e1a81-c8c1-4104-a1ae-73042af842d2
10185,49.478003,111201,51.3014873179,6791542d-197e-4cb0-bb62-29ff060b562b
10186,35.489796,111203,18.3464935769,536b27fd-f14a-4da0-95e7-53745cba30f8
10187,40.748395,111204,24.2057632889,af7945a4-9649-4e73-b5fe-b086dd56997a
10188,34.253591,111205,22.2135762503,8f34a38d-ca0f-4d00-a366-6fb3131db005
10189,35.249373,111206,17.9865217209,56564cd5-b096-4d99-9da0-f45cc74c1c2a
10190,35.730525,111207,13.144718885,7b7d4189-8fca-40b3-a69b-7f5a008b9c69
10191,34.031669,111209,22.2135762503,0536b1a6-bd7c-47dc-8ba5-8a565ed771c1
10192,34.031669,111210,22.2135762503,ac526766-d5e1-4658-a96c-32647e9622d5
10193,46.272553,111211,39.7800377835,79debf64-0c9f-460a-ab82-8bc4259366b2
10194,45.585124,111212,45.2997880914,7c888a50-0764-4097-a75f-08024c889256
10195,38.63643,111213,23.588998735,8712b859-8b5f-4b31-ba34-b189aca3dd07
10196,42.483819,111214,28.29928504,d171720b-d303-4fb8-b615-50e83d451f10
10197,46.272553,111215,39.7800377835,7f7e0ae3-1449-4bca-8518-b5649606ab96
10198,47.304547,111216,36.5508117616,42d147c8-c373-414c-a5c1-0cee54d7564f
10199,51.467421,111219,52.7845484279,ffea17ee-248c-44d0-95a6-ed1eebf9d152
10200,31.81781,111220,19.2864074801,56182c0b-06c0-47b0-809f-fc336fe1d6b9
10201,36.19569,111221,10.4069340438,3ec32d06-3dbf-4ad9-a2fe-d7191036e91a
10202,35.451122,111222,7.79193765231,e65296fe-da15-4a18-89e0-f6f54a202881
10203,34.727531,111223,10.922096973,5470e6da-ad6f-493d-98dd-450f05e96eb7
10204,34.727531,111224,10.922096973,280a03bd-43ba-4e50-978d-54267959e68f
10205,36.19569,111225,16.9103659429,8221091a-452d-4300-b1d5-0655972a0c74
10206,33.952814,111226,13.4061137521,c2835e85-1880-4a52-a449-8aebcc87877b
10207,33.952814,111227,13.4061137521,241513db-6ea5-40cc-acd3-511551890dab
10208,35.831281,111228,22.8409931646,d0e67d18-cf8f-4791-a1aa-c9ff2566fa51
10209,35.831281,111229,22.8409931646,1f8f9b7f-2756-4da9-a17d-585beab4d5a0
10210,35.831281,111230,22.8409931646,a3bcf023-ecfe-4bb8-8b6a-9dc3bc410980
10211,35.831281,111231,22.8409931646,2cf93a19-6606-49ac-be9e-a7c63eace381
10212,46.72893,111234,38.1784155151,5e75786f-9dc5-47d2-aa4d-e4d6df6d54ce
10213,43.347422,111235,42.5361205743,16eebdba-68d5-415c-b0db-daa167323cf0
10214,46.93273,111236,43.5103693677,c24b1c43-033e-4bb6-b6df-7777e1845ff6
10215,50.888039,111237,52.7845484279,85059bc7-4d3a-424f-9c92-f07b834a3e28
10216,51.467421,111238,52.7845484279,52566a6b-08a5-4879-b3c3-2de63ee68f1c
10217,52.00979,111239,38.2981475055,d8bbd7f0-4e81-4579-b691-ca1145e4c3f8
10218,50.888039,111240,53.83274607,a2846a5d-16df-449a-a2af-7009591f4120
10219,50.888039,111241,53.83274607,def107cb-5d90-469a-b711-a159c5e2e2ae
10220,32.089481,111243,12.8863979764,e6b5f682-aed6-45e9-b122-762a45b2c6fb
10221,32.089481,111245,12.8863979764,16eff755-de5a-49cc-9d58-77dca88f2be4
10222,34.19569,111248,17.5839281776,fb08c0f0-e8ef-44de-b55c-cb3326ee3ca6
10223,33.952814,111250,13.4061137521,757663ad-4e80-4a47-a7e8-fcd7b37f0546
10224,34.19569,111251,17.5839281776,e05c5dfc-b4f8-40b0-939f-d5b61f2e7b30
10225,39.5351,111252,13.144718885,c51005cd-8254-4ba5-b23f-af1268a4103a
10226,38.776835,111253,26.9501364492,421da61a-28f5-4367-97b4-662dfffa4880
10227,38.776835,111254,24.9400713404,a3683a43-3587-4c6f-95d3-7722d56db29c
10228,49.58442,111255,45.9548899201,ee8e97a3-5940-43a1-8ca8-782d921bdf65
10229,45.823882,111256,55.0721694007,0a120725-9cfd-4048-9652-3b12f8a15ca7
10230,49.565712,111257,47.3722818354,0ddc00cc-bec0-4fbb-8d83-de27968003b8
10231,47.131901,111258,39.7800377835,cc097f0c-fbd2-4edb-afba-79fe86c932cb
10232,48.908773,111259,65.1840070718,76211c6c-a459-4b74-a68b-a594f28c3ad5
10233,46.786,111260,55.5056603111,090c6812-263b-45c4-a403-d4a0ab7ff2dc
10234,46.786,111262,55.5056603111,0beabf42-09b7-4cb7-80d0-14f9298e82dd
10235,49.225846,111263,66.325513431,4e729488-8aad-401c-8223-8509be4dda7d
10236,34.727531,111264,10.922096973,71bf5b4d-4555-467c-a646-ce4d79cb4f7c
10237,36.19569,111265,10.4069340438,3ab4b13b-a793-4e62-b2d0-891fece004e1
10238,30.629789,111266,12.0217885346,2ef4c7bf-2649-4cf1-8ab2-10b65545d5d2
10239,29.999534,111267,12.0217885346,33a33d45-9c27-412b-9d70-d15bacf41e8c
10240,34.96891,111268,20.9143618344,ed602e79-1497-4af7-897a-8254f4075477
10241,34.96891,111269,20.9143618344,0f5cec8f-7183-42f1-a925-3bf918c73724
10242,36.983287,111270,24.2781242986,dd529e83-b044-411f-9d65-297a00d46bad
10243,45.948405,111271,31.9705352571,253b37a4-6b1f-4a93-bc31-3da99b5474d0
10244,43.838174,111273,36.3343077421,7d32e604-af7a-4b02-a13c-29d4877999a8
10245,41.011477,111276,28.5250276782,558deca6-a437-445d-9552-5d440f729d07
10246,41.407971,111277,28.4071699765,ad9f356e-eb40-448a-af6e-67dcfafd336e
10247,39.894072,111278,28.29928504,3f3bea8a-325a-4de4-8095-951c81d58ccb
10248,39.905963,111280,27.8374176891,29c1d7fc-dd5e-4067-a3d4-946ae0b610b7
10249,48.908773,111281,65.1840070718,487be894-0539-48e6-bb2a-c3d4d1688a20
10250,48.908773,111282,65.1840070718,4a5c5ed0-7912-4c3c-817a-421c23ac2e9e
10251,52.554538,111284,55.745814621,e013acb2-e2fa-493e-a6a2-cab3a9f071b1
10252,50.476073,111285,61.038399138,9a68bf24-47b5-49a6-83b5-5f5bdc830af4
10253,46.5399,111286,61.037398019,3bab0533-34bd-4ba9-89e8-72a73a17efef
10254,29.999534,111289,12.0217885346,aa6a441b-360a-41c8-9b52-f76ef5158214
10255,35.451122,111290,7.79193765231,dca7edb4-f107-4b33-ab5b-6c434fd2224c
10256,35.308736,111295,17.5248615759,34e785d6-2504-4013-b22b-1e2ea508ab27
10257,39.200884,111296,14.1927474566,721ad47a-747d-40e8-a452-742d670a2dce
10258,32.909159,111297,19.2418240838,66fdcd84-816c-4521-8036-a08daf335de5
10259,31.59441,111298,13.7742078702,a30bd1d2-9270-4ddb-8d0e-7f8bf2121257
10260,35.763686,111300,17.9865217209,eb0797ad-4cf1-4153-8e62-11f571d92610
10261,35.763686,111301,17.9865217209,664d4f69-2f59-4521-8277-4b33bf40ca95
10262,39.905963,111302,24.3653473854,3a73a57d-1f09-4eb9-a945-b69954b16fca
10263,41.183025,111303,26.5571166168,e0eab635-a897-485a-b165-2c11bec8ceba
10264,52.554538,111305,55.745814621,42df0621-4e1b-4bb1-b79b-bc0f5f35f590
10265,53.859872,111306,46.7822841382,296e4cee-3b51-4d9c-89b6-cbf6457dfc7a
10266,46.372005,111307,29.83162352,ea4a0692-3c34-4d9c-8cd0-8b45fe9773b6
10267,37.136557,111308,22.0916277988,b197bd8c-8b74-4611-8fee-891ae366ea8d
10268,35.308736,111309,17.5248615759,e56803e1-62eb-4e50-bcad-3b5f0060625d
10269,33.648291,111310,11.3369110748,594b0e77-5bad-4e51-b4eb-1053607b93fd
10270,39.200884,111311,14.1927474566,355230a3-1c47-4524-a47f-4659c6c8b5d7
10271,37.136557,111312,22.0916277988,0ff727d6-5027-49c5-bd2f-97d6954b56d9
10272,34.253591,111315,22.2135762503,12604b09-54fe-4291-831d-ca742cc3fc20
10273,35.831281,111316,22.8409931646,96260d99-7986-45e4-8256-ebab7150cf54
10274,49.923871,111317,31.3699959646,61e2d673-351d-4ff3-9102-5ad063346329
10275,43.169696,111319,24.232760482,0907ac94-3c22-482f-aeea-c94c9dc9f8f8
10276,52.965666,111320,50.7884087178,d7589294-7f40-431a-bc93-c97f5831f45e
10277,50.597281,111321,31.3699959646,963a1c3d-8130-4f09-bf18-0eab51fddbe6
10278,50.597281,111322,31.3699959646,9b69becb-96cf-4c09-860b-672cd6c78eaf
10279,47.188132,111323,27.2347185904,33d1f551-0a53-4a35-bdd6-7b420052a25a
10280,50.597281,111324,31.3699959646,98761ab2-2c07-49bf-b9d1-5c0dbc828ba6
10281,47.304547,111325,36.5508117616,c256e728-d918-49a3-b8fb-68e6fe9215e6
10282,47.030756,111328,38.3093554804,d9c17744-2550-4f55-a618-e97ce363f1ab
10283,47.030756,111329,41.4967775014,e8217674-8f4e-419e-a938-910751339258
10284,48.668033,111330,61.038399138,003b4b57-8026-4399-9086-433d6445344b
10285,46.5399,111331,61.038399138,35d7df22-5480-4e24-8373-ba32c3b1719a
10286,42.936389,111332,25.2199420969,958165d7-b2da-47c0-b4bc-b7536266e8ea
10287,41.462803,111333,17.2338099058,c0e71bd5-3072-412e-83f7-8d3cce161354
10288,39.200884,111334,22.0916277988,a28454c8-ebdb-417c-acec-4dfc91915dcd
10289,34.19569,111336,17.5839281776,3d455e1f-2240-4bd3-a177-0cc24c3d78b1
10290,34.19569,111337,17.5839281776,f73e7809-2d4d-418b-8bb5-045bf98376de
10291,34.19569,111340,17.5839281776,02564deb-4a44-4e7e-9209-71aee8d4a5ca
10292,33.952814,111341,13.4061137521,f4234453-0987-4752-acd5-7ef959fc4f79
10293,33.952814,111342,22.8409931646,e608844a-372b-4a0a-a463-050f22a8558b
10294,45.831285,111343,24.232760482,fc99e5c1-c769-4a12-b892-1f2aae152af7
10295,49.771394,111344,34.4917725639,64d76b59-0f14-45fc-8234-eafa8d57fdef
10296,45.831285,111345,24.232760482,c7a0b0b8-b9b0-4eaa-bcde-5d3e269e4a16
10297,50.566557,111346,24.232760482,14c7f957-d382-41b6-9115-ba4bd2d31f11
10298,50.566557,111347,35.3315733306,72e16c2b-a853-499d-8330-ba341972cfc2
10299,47.188132,111348,27.2347185904,3c5a3efb-afaa-4938-a0e2-d78573b0a0a8
10300,49.862554,111350,49.0172885106,2987edbf-c248-4d24-8ea1-ff8a143091a2
10301,47.304547,111351,36.5508117616,c7ad6656-05dd-485c-a123-afcf6fe17977
10302,49.474979,111352,47.7414678944,7f3ab76c-c0d8-499a-8af8-a44b21fa98fb
10303,47.561905,111353,47.7414678944,e19f0979-ec16-4337-aeec-b846f9b7a694
10304,45.823882,111355,55.0721694007,8896f619-3e7b-4d94-ba57-3209a9bbae78
10305,45.585124,111356,33.1580031514,422a6419-aa46-459b-a2ac-9a660c6d9f43
10306,46.670721,111357,24.232760482,e8e7d902-ae35-475e-814b-17786e4566cf
10307,52.965666,111359,50.7884087178,93a63b20-0a74-4f4c-971c-ba35cc0249d6
10308,43.153042,111360,36.788931506,19644157-8eed-43a4-8924-ce66e6795bc7
10309,49.383033,111362,22.1930753828,4674ecda-eccc-432d-8ba0-220c2a13d54d
10310,45.933009,111363,44.5533365333,9d55f90f-174d-4cc4-8163-febbb9089d56
10311,50.97229,111364,41.763974787,697a2c40-ad3a-4fd9-98c6-b371c830ba94
10312,45.933009,111365,44.5533365333,829eee8b-89d9-4dca-8f5c-b7283c18a1c2
10313,39.5351,111366,13.144718885,ddad5664-6b3c-44e5-b8b1-d9caaed46ca0
10314,39.5351,111367,13.144718885,99ce6a7e-4c04-4817-a2e5-45bcd56747d9
10315,33.572386,111368,18.7561687043,4d914bbf-a5b4-49e7-b410-f2e75577ebec
10316,32.644717,111370,14.2832816792,58e7aead-8cf9-402d-a841-d20eef30f437
10317,34.696427,111371,14.1061147056,5225b17e-4b71-4ca3-931d-196a07894490
10318,46.594525,111372,31.1034352886,718609e4-9bfd-4f41-8235-ca02be3d5929
10319,45.48659,111374,22.8926310459,a50247ad-94a6-499e-98c0-62344b79a5cb
10320,46.594525,111375,31.1034352886,afa16612-d997-4d26-80f7-fa3b2af00d22
10321,50.072366,111376,42.5669082723,80b91446-9d68-4508-8c7c-b799bece809b
10322,46.843116,111377,37.8885696629,bb496e36-30ab-44a1-9afb-e69c59de5805
10323,55.767137,111381,62.0345438572,3a51c7a2-d59d-4a0c-9efe-7b5517164828
10324,45.481397,111578,37.0441316405,7b8f0eac-8ed0-428b-8abf-17afd9e1705b
10325,41.228319,111908,21.9467485009,e7a899b0-7d89-44a0-91fe-877a7ad03215
10326,51.850564,111378,56.5656321001,bb653618-a0db-49ec-9ca2-226096612b72
10327,46.843116,111379,37.8885696629,970144d9-60de-49ae-a30f-504e59ee1254
10328,57.626581,111380,45.9255597433,e3a62e92-9caf-4da8-9147-f68f34072954
10329,56.502514,111383,69.1390607988,b410460a-1261-4331-beae-176bc651f3c4
10330,49.552634,111384,43.5103693677,a472c281-e060-49c8-ba0a-1420a08dd4ea
10331,43.627624,111385,32.5497514225,01f00570-fd7d-4d31-aae0-948626c19c85
10332,33.648291,111386,11.3369110748,1ef1016d-626c-4e1d-84e0-bad4b84663f9
10333,33.648291,111388,11.3369110748,02702bb1-810b-44ca-8671-e1aff5d40c5e
10334,35.308736,111389,17.5248615759,4b0a8e04-a898-4b84-a652-c4d362b22b60
10335,42.641386,111390,14.1927474566,682d03a7-a7ff-4727-bec1-9f10612405da
10336,43.237787,111391,21.9039702533,d255f9c0-7f72-48c4-acb2-13c29386e795
10337,43.237787,111392,21.9039702533,dbf45134-33a2-4ec1-bd38-9c4a8f85ec09
10338,44.136073,111393,14.1879654579,98692f30-2593-4351-908f-a8dcd1bd9782
10339,42.392548,111395,22.8926310459,560213ea-a110-452c-aa7d-8ead6290daee
10340,51.617464,111397,52.2234018661,e2f0469e-3892-40d0-ba7d-01f293acb8ea
10341,50.023296,111400,46.3586996623,8efcf18d-cff5-40c0-a044-85da8e1ea6e2
10342,52.363657,111401,49.9725916204,7705c21f-9569-4dbd-a5ab-5bebc5eb62de
10343,28.412735,111403,12.0142503089,4e71a3d8-705f-41af-96f9-66646089af5a
10344,28.412735,111404,12.0142503089,f952f83b-fa53-44af-a0d5-6c8bf7dcc008
10345,28.201135,111405,14.675087253,9800db83-2a91-43e3-bcca-b2a0db5aee2b
10346,31.203231,111406,11.3468670337,7a823744-fd0a-4590-8729-abe206a5e723
10347,31.203231,111407,11.3468670337,4bae9cc7-6cc4-4a7b-a2f4-49d9f5bfae70
10348,42.936389,111411,29.1484688533,6928a859-3a08-46ca-b902-a664d2dba382
10349,45.532229,111412,32.3872763971,a6bfe078-bdf2-41b5-b4cb-3054598fc466
10350,50.97229,111413,45.3741509613,94daf559-9c75-4eb8-ad02-226cd0750a16
10351,43.627624,111414,32.5497514225,ca07d64e-b7a8-4f43-90a1-45335ff84ba3
10352,43.627624,111415,32.5497514225,9c5901b2-e321-412e-b37b-ec1854f3cc7f
10353,43.627624,111416,32.5497514225,0c2bad5b-101e-4bc2-9eee-8e7ac7670431
10354,45.18559,111417,41.763974787,0530f734-028a-4e8a-840e-2cbce6df5a1a
10355,52.601982,111418,44.1361768619,2ca1fe8a-7770-4ff1-88de-4fd407c59d9e
10356,52.601982,111420,44.1361768619,fe708283-d28b-4225-a1b2-7966865ec4b1
10357,48.428185,111421,36.1965668471,f410f290-af36-4f0e-856d-068d11d90ab8
10358,54.697286,111422,57.181241003,60b8aa95-4f62-4f0a-93bd-393c5dcd19eb
10359,51.518139,111423,47.4810055984,1c29e041-9ddb-464f-856d-397fa4e96f80
10360,53.888294,111424,49.9725916204,6bde1835-01e6-459d-ba0e-92f64d0b66cd
10361,48.219453,111425,61.0721329082,43389ed9-8afe-42dd-95dd-3cf4ee68eac8
10362,55.31245,111426,62.0345438572,30655e6c-4752-4e1d-b107-4931673e5293
10363,53.873825,111427,62.0345438572,9349d078-0153-41d4-99fb-bd658ac3d45c
10364,48.219453,111428,64.2975464284,e7cd0705-e33d-486c-986c-8e48923c1164
10365,51.685087,111429,50.1785593233,8a22586f-7e4b-4743-be8b-4c152a4473ae
10366,43.71834,111430,41.8990511336,d789b4cd-5c99-40bf-a9ab-87d8f8731507
10367,43.71834,111431,41.8990511336,f7ba7f47-35e2-471f-9170-dea0917b2790
10368,46.372005,111432,33.3860920898,41fa2a6f-831a-4f5d-a27d-c6903a653bea
10369,48.38921,111433,33.3860920898,604b3907-b6ae-423b-99c2-0d765b3342cc
10370,43.71834,111434,41.8990511336,00bb1a7a-5c29-4b0d-a961-ac6b4dcb1c09
10371,48.38921,111435,30.9030029559,d847b418-64a9-47ea-9259-a53569b63518
10372,43.71834,111436,41.8990511336,25b1bfd8-b20e-4c14-b2e9-053de2bd8a2b
10373,43.627624,111437,32.5497514225,3ef21515-d353-4519-82b6-b45bb335fa14
10374,43.627624,111439,42.2916528504,b45e97e1-3816-43be-ad30-fd855e0b9aa8
10375,46.937562,111441,32.5497514225,82d669e9-20c6-4bdb-8571-5bf6e914b368
10376,39.200884,111443,14.1927474566,7effdd4f-7174-42c4-a60d-393d78f8ce48
10377,50.025395,111444,33.0197927519,c5ab9d24-f1c6-403a-883c-97e1aa6e87d6
10378,52.601982,111446,44.1361768619,f6eca769-56b1-4ed3-817d-fdba3b00113f
10379,44.373033,111447,37.1883876201,08827d1c-5d60-4931-84c0-da9e2ea9e204
10380,45.831285,111449,24.232760482,3b64d6e3-a423-4979-8653-630f1459ee9d
10381,48.915152,111450,21.0452363889,3d06950b-d13e-495f-bfd9-dd353cd679ff
10382,49.771394,111451,34.4917725639,c301ff05-8e49-4820-a8fc-120d5c1c3f76
10383,49.771394,111452,34.4917725639,59a739fb-2609-447d-8f4c-b5fcecbef996
10384,46.372005,111453,35.2230934977,0d4526ee-6ea7-4566-ac03-641a1cbbd64d
10385,46.372005,111454,55.5056603111,909e7d4a-c47f-4563-9c33-5550a86b66d3
10386,46.011656,111455,52.4453387176,81ea685e-c419-4122-813b-afb3932ae4f8
