OBJECTID,healthind,boeint_fkey,calenvscreen,GlobalID
24575,41.665456,133151,25.1430962468,6d87ecdf-faa9-4694-a011-9a39ff2a3220
24576,45.118772,133152,25.1430962468,2ee5754e-a381-4f4c-96ef-a6d7a652bbbf
24577,36.253682,133155,23.9099299981,f775a4d2-bd90-45bd-b0ef-4c207c69b260
24578,36.253682,133156,23.9099299981,a987fd85-b48a-46e4-8cc0-c9c8151cb37d
24579,36.253682,133157,23.9099299981,4fed8541-8b3e-46e3-81d4-db5266f10677
24580,38.333311,133159,25.8006340007,0f41be20-85d3-4671-8b92-fd07714e5d17
24581,38.333311,133160,25.8006340007,47b887ab-9664-43ff-80c9-bc3c28117dc9
24582,41.270559,133162,27.6752631417,39d97655-c7ae-4ade-a54f-de039ccd8a57
24583,47.579885,133164,47.5584442157,0a42c781-5054-4213-bfaa-f17e21898877
24584,38.463846,133166,23.9292241407,8f6a9fb7-32ea-401f-b339-38a7e31b8625
24585,38.463846,133167,16.753548341,c22593bf-e3fd-4def-899d-d96edcfdf26b
24586,41.056313,133168,29.6447969774,5a7303b4-536e-452f-91c5-74d746f61dca
24587,38.463846,133169,16.753548341,51dedb71-2cb9-4f62-9b05-664d7753290a
24588,45.118772,133171,25.1430962468,842cb4f9-5cf0-425d-b302-5ecda8292d53
24589,42.079559,133172,22.9286153811,78eaf64e-0770-4af1-8c5f-689024284960
24590,41.175271,133173,11.6227163692,0d7b7c23-0f33-4270-8fce-d6fdcd8cb9d0
24591,42.078289,133174,21.6154658405,328410f1-99b8-43d8-96c0-ff72e9a2cc9e
24592,42.331889,133175,22.9206620887,e94b8b46-f22d-4981-b1d6-db19cdc6fc56
24593,46.287065,133177,35.0200066828,e726e92b-1644-4ebf-a915-4a1ee155270b
24594,41.270559,133179,27.6752631417,d0a1fa1b-0fef-4f39-8526-f731f860ba1e
24595,38.931563,133180,25.8006340007,875ae499-60cd-44c2-ad50-afe3b040ebb9
24596,40.461676,133181,26.2183888833,ecd3d61b-1633-42a3-985d-8b68de0f2b8a
24597,40.461676,133183,26.2183888833,dff21e08-95c4-4b13-83e0-f9f72d0259ba
24598,40.461676,133184,26.2183888833,3663cfc6-0b4d-4dd5-bc85-439ca4053a1d
24599,38.20075,133185,26.6228219942,e6985fbb-dfd9-4e66-a78f-fec6fea6c488
24600,40.461676,133186,26.2183888833,f8897847-9cfe-4a46-a0c0-5c9166ec4537
24601,43.265577,133187,41.6206891863,747e58ba-0467-4142-a443-68e0b78d91b5
24602,39.122045,133188,26.6228219942,c9b7dea0-7424-4506-a825-f476eab5f4da
24603,39.122045,133189,26.6228219942,49723acc-33b5-479e-b8e8-bfbaff789bda
24604,38.463846,133190,16.753548341,4418599a-c0d9-414f-905a-26615939767a
24605,38.463846,133192,16.753548341,2fb2f082-a451-4998-b4e0-71c8a8a59b51
24606,35.567426,133194,19.8503361837,503a0a49-9c90-4dfc-af11-1d39fb5f22c5
24607,42.242879,133195,22.7859769853,dc68a4ec-5270-4a14-891d-112c60b3f504
24608,35.8864,133196,21.8995023452,914340ff-4ea0-4de1-8215-66bec1e85b55
24609,35.8864,133197,21.8995023452,f521d459-88f3-4926-95ae-43cb7c7b32d4
24610,41.419725,133198,22.1531001022,fb4b6fa6-450a-4b91-8a19-10fed0573b28
24611,48.367045,133199,28.8717791543,66aaf413-1d2e-428d-8786-3f5c82c7953a
24612,47.969782,133200,36.0091847152,3cf92fe4-3e50-499c-9e10-b6829ec076b8
24613,47.969782,133201,36.0091847152,6c7c3d2a-fccb-4296-80ae-cd51d598b954
24614,47.969782,133202,36.0091847152,8fdc6f8c-f685-4528-ad53-5b616ea1d21f
24615,47.969782,133203,36.0091847152,9c9ade76-9395-4c3b-be47-696b63019338
24616,47.586111,133204,31.8316332939,f3601c59-81e8-48c3-9416-080dc0b3e5b8
24617,47.586111,133205,26.0414683973,1eb3a32d-98ad-4d09-8ab1-4f0378f8b4d0
24618,47.586111,133206,31.8316332939,0aa27b94-65a6-4f6e-a092-c336a787e72d
24619,42.12096,133207,49.9125503689,703ccea7-5eed-4553-ace4-ab5ca60831c0
24620,49.201965,133208,26.0414683973,acb948f1-50b2-45f8-b0ca-fc1da29d32ed
24621,49.201965,133209,26.0414683973,87a2c425-9ad5-4bcb-b4be-b2b8d03eb7a1
24622,49.201965,133210,26.0414683973,f1217005-2d7e-4d14-b00f-c624043c7177
24623,45.623072,133211,28.9091526266,633e5f72-ea2a-44e2-878a-80d1e80bb311
24624,45.623072,133212,28.9091526266,162a0e10-d1fe-4d2a-87fd-e333483e5890
24625,47.601914,133214,29.3307823226,ba235418-0730-4306-ae0b-e4bcc1140d1b
24626,41.419725,133215,29.0100275631,bc3a42f5-e9d5-4d0f-afcd-4be10314c2a7
24627,35.8864,133216,21.8995023452,1e893727-bec6-452e-a187-67335c828e39
24628,40.919937,133217,27.6680690161,23d78340-0850-4be7-9783-5468d4c7526c
24629,39.107306,133219,12.3096392291,2145ba94-70ef-469d-a64c-68920306a871
24630,47.842427,133220,46.3485544881,95b82ec0-7d97-499a-a99d-2d148844435a
24631,47.659496,133221,27.6451107052,4457e8c9-7aa7-46cd-a70e-bc64f1e60eb2
24632,47.586111,133223,26.0414683973,c912c275-947b-46ee-a8ba-e2faf3ae632f
24633,49.201965,133224,26.0414683973,901ecb47-90a9-44eb-bded-00f06fcb0dea
24634,49.201965,133227,26.0414683973,a8339d6b-5d0a-483a-828d-0b968bfaeb59
24635,42.12096,133228,49.9125503689,4db2b958-0c35-45e3-ab6d-2b19a015d4b1
24636,47.601914,133229,29.3307823226,c3de7fe6-af98-45f7-9797-0eabaef409ce
24637,47.601914,133230,29.3307823226,d75abc03-786d-4c11-a7d5-dbdccf40c281
24638,45.681386,133232,40.1415815919,efc7b7d9-6906-443d-9466-7496f2132bc4
24639,47.81249,133234,31.4607530655,205ed07e-f1a2-4e8c-ba88-97114b527df4
24640,48.342185,133236,40.1415815919,8f5d6beb-978b-4672-bd03-38a9ef9f4773
24641,39.268938,133238,12.3096392291,8681d107-040d-483f-a23e-27ca32eceb63
24642,35.8864,133240,21.8995023452,86bbdfae-f298-4986-a66b-5afcfaec9306
24643,44.656761,133241,35.6641696761,29617ded-268f-47df-83d5-b01ee1dd12fa
24644,39.845478,133242,21.9274685692,232e48c5-8fa3-403b-b33a-6ce28aa99cff
24645,47.659496,133243,27.6451107052,eef01df6-76fc-4d76-acc9-204729f62071
24646,48.250976,133245,47.8946415611,bfe3eeb5-7507-431f-bf63-b393055df3c8
24647,48.402479,133246,41.2593375287,a7fd15b5-bc94-44a3-abc0-7020b52816e2
24648,47.643502,133247,45.6180226928,44b9f11b-99e0-427d-9836-34c2070f686e
24649,47.643502,133248,45.6180226928,b7dd7a34-734f-4e03-bee8-c799a92037bc
24650,45.623072,133250,28.9091526266,ea8b89a9-4642-46fa-ad67-c4925d3e1edf
24651,41.654796,133252,34.3114027628,eb63a8b5-baee-40d5-a1ab-01845ad7483e
24652,35.8864,133253,21.8995023452,64ea4727-69c7-4047-8d8e-01f1e9017d31
24653,35.8864,133256,21.8995023452,2b8ab4f3-9246-48a5-9492-06fc9147a4bb
24654,36.603886,133257,14.8022200583,ed29c660-ba36-4b1a-b9f7-69d2e0a09533
24655,53.678413,133259,34.8646131407,69e5732b-316e-46d4-9a1a-ce3d1445b644
24656,43.414941,133260,59.4535402463,c5e722f8-6346-4f02-8528-83416e4aacd0
24657,47.107166,133262,28.783246376,47f25512-2ac9-4e6b-af2c-de0ab7ee7169
24658,41.654796,133263,34.3114027628,44cf1941-6436-4482-a0d7-d7beb9f82cc1
24659,43.988878,133264,25.9068780969,5e9edd8b-2c62-43e0-b425-9f1ae2831b92
24660,37.654833,133265,13.1296904966,539bd715-d192-4736-bec8-5942c2016e63
24661,38.333311,133266,25.8006340007,98658e19-4112-4310-aeee-7e99d199cf5e
24662,39.402579,133268,26.2183888833,28321ed2-4c8f-40a0-bf70-49cd2e21139b
24663,43.59281,133270,16.381610515,bc74471c-8860-4b3e-8ca2-312458ad3d0b
24664,37.174618,133272,13.7513019183,496fcb88-e91f-454a-8e55-eb359f9beac1
24665,39.148054,133273,17.5211256472,56abfcea-0246-4195-8bed-2aaa6c5d63a5
24666,40.919937,133274,27.6680690161,1e1b62cf-2578-4d1a-99e4-10f8c7adee6a
24667,39.107306,133275,12.3096392291,376a74b9-4b2a-4336-bb5e-49a5ce717eec
24668,37.174618,133276,13.7513019183,0ea5209e-3f2f-4835-8f62-f6cee962e95d
24669,36.119614,133277,17.5211256472,85f7bd7b-c205-474d-b4ee-cacd6d565eba
24670,44.916022,133278,50.8758227207,05da71f9-f0af-4f4b-832b-effc91d8ed32
24671,44.916022,133279,50.8758227207,690e9965-33ed-4d1c-8955-058c29d84862
24672,45.200232,133281,49.8185005636,1c057b53-c91f-4ec8-b7f2-c8093d5b2775
24673,45.200232,133282,49.8185005636,6bcd26cf-5866-4494-a636-ae937a6a8240
24674,45.200232,133283,49.8185005636,7432daf3-2a24-4da8-b3ab-f29e46269d30
24675,37.654833,133285,13.1296904966,1db6c7ff-ab44-47c6-b207-4e6b31e47195
24676,43.774091,133286,29.3613238227,4448a94b-68b2-4ca6-a9fe-f95ba777113e
24677,43.299968,133287,27.0838956838,745248ff-d1d3-439e-8e07-9ba0eb18dad1
24678,42.508703,133288,30.6780889647,eadaa765-1c18-47d7-8112-1038a4e04c5a
24679,42.508703,133289,30.6780889647,3d0e69df-0e23-456d-90a7-8d8ea270bf86
24680,42.508703,133290,19.8761481322,4106e6c8-3106-4ade-a271-b7303429ff83
24681,37.174618,133291,13.7513019183,c1d5d47d-8047-44f8-b14a-30e865ec1d7a
24682,39.148054,133293,27.6680690161,a079fd27-5317-439a-bda8-03aee97f9f45
24683,41.355441,133296,49.8185005636,33742c14-6b4e-4fd4-a153-eb374c18fd21
24684,44.916022,133297,50.8758227207,902dd4e0-93c4-4935-87be-5d2ee5c7d7fc
24685,44.542169,133298,49.8185005636,89f9600a-a587-4191-bc3e-59492a1bfb3e
24686,44.916022,133299,50.8758227207,b5bdedae-ee7c-467a-afa7-923968fc6f54
24687,48.021419,133300,59.4535402463,0920b664-4b42-41b8-a49f-269e21bf7bdf
24688,45.200232,133301,27.9011006585,d554bab8-24a8-4d20-80ee-19f40d964c71
24689,45.150091,133302,26.9537015184,82c5d380-9fa8-4667-b77f-9f9833e5abe2
24690,45.651786,133303,28.098364469,73493375-3241-49a1-8f90-ad1a84aaa112
24691,37.654833,133304,22.282611321,9ec1fb1f-b945-42fe-8406-719a1d91441e
24692,45.065786,133305,22.282611321,8818f992-3e81-497a-adb7-b5d5a015764a
24693,43.075147,133306,28.3692536141,dec25686-0911-4ea6-ba1c-e6c94dbf794d
24694,45.065786,133307,22.282611321,0b158341-39f5-457c-8ad8-f898f55b2064
24695,43.59281,133308,16.381610515,445bd969-6a8a-4e69-9e7c-f7405861e66c
24696,42.508703,133310,30.6780889647,80cad763-d2ac-4904-88ce-d6dbcab4b48e
24697,42.508703,133311,30.6780889647,b1d16bf1-cc41-4350-aa06-5a46ddc3112a
24698,38.559045,133312,18.6540073203,f36d6584-acb0-410f-bf98-43be54c86abe
24699,38.559045,133313,18.6540073203,ec88687c-09fa-48de-8789-051fd45d43db
24700,38.559045,133314,18.6540073203,c8683dd6-ef9d-4ad5-ae5c-a2e05265cfe8
24701,38.559045,133315,23.2169455958,b187ec4b-91b1-4a0e-9d6f-25b0c431b003
24702,38.762084,133316,19.8575907942,45b40611-f254-4b66-b2bc-254d31302b1f
24703,32.354383,133317,16.8549547283,ac323d78-f4b3-4c89-8b26-2f2255bdd134
24704,35.760275,133318,20.0837348426,4992c949-533e-4539-9bf8-905510e13136
24705,33.110641,133319,16.8549547283,9f4754c8-d97d-4c15-bef3-eaefc69e151c
24706,33.110641,133320,16.8549547283,df2461d2-0d60-46bf-ace7-77aeb9b4922c
24707,33.002087,133321,24.2766858641,4450e7b9-52d9-4258-8842-c7cd13efd524
24708,33.002087,133322,15.3358399037,70b81070-eb1d-4edd-80f4-94cad2803b85
24709,41.512679,133325,16.3007744124,8276af0a-200a-4c99-9f18-a6e257694bfa
24710,43.149303,133326,19.4531290724,e44f898d-a30a-4f97-8e3c-8b8c048d412b
24711,43.149303,133327,19.4531290724,a641464e-d05f-40fb-8fc1-e08269bd0036
24712,37.963811,133328,18.8090379025,f0b5116d-ac37-4569-ac69-93442039a082
24713,37.963811,133329,18.8090379025,e93a4d5b-c9a8-4f22-88e5-248bc6ef3f06
24714,36.603886,133331,14.8022200583,cc3976cd-b3c9-4cf1-8670-b9071ccd1383
24715,45.065786,133332,22.282611321,7304ca53-6f28-4319-b3cb-927acc76aa13
24716,44.181774,133335,42.9587906333,7209835e-a034-422e-bbc3-188a6f8bd34b
24717,43.075147,133336,28.3692536141,29171d16-9436-4158-b665-b1c524856041
24718,41.512679,133340,16.3007744124,07c3d4eb-7a6b-4e66-8a83-1d239f94b649
24719,41.103746,133342,19.8761481322,b146b285-de98-435b-825e-b7f7413dc191
24720,42.431923,133343,30.6780889647,a616ccc7-b609-4c06-9a47-ecd1291d9cb8
24721,41.512679,133344,16.3007744124,d83e5970-ed48-47f4-a91f-b2a9fc398a14
24722,33.110641,133345,16.8549547283,b784ec7c-0f56-442e-add0-1bcbf19fd390
24723,33.002087,133346,24.2766858641,2e4a49c6-4945-44d9-9af9-2405e095ab0b
24724,33.002087,133347,24.2766858641,2dff719b-df5c-4436-8ab2-b0250f4427fb
24725,33.110641,133348,13.4345626459,8a0733d9-f446-4857-ac54-58962ff388a0
24726,32.354383,133349,13.4345626459,f4941261-66ef-4631-b5ef-7deb62647117
24727,33.002087,133350,24.2766858641,8d460caa-bb0b-41f3-84be-85256eb8e036
24728,33.002087,133351,24.2766858641,658df827-0a63-43a0-bef6-dc9aee4053a6
24729,31.218055,133352,13.4345626459,a3dd8b3f-aef9-46f8-9945-e8c7b71b40f4
24730,37.458444,133354,22.8399948424,931c9f9c-4aca-42b4-b644-dcc049fb49bf
24731,41.235404,133355,22.8399948424,7a71ece6-9415-44bb-9f41-a1cbafd58fab
24732,41.235404,133356,22.8399948424,a4fcbd7d-b947-4828-80aa-315f0f58106a
24733,41.654796,133358,34.3114027628,3e026005-fd6b-442b-87bd-10c420bf659b
24734,37.654833,133359,34.3114027628,a568d8c2-d427-495c-9f89-78b102e6fcba
24735,45.651786,133360,28.098364469,e6253ca0-3fde-4c1c-9fb2-316804b56ffe
24736,43.988878,133361,25.9068780969,d545f260-60f9-45a1-b1bf-de5efec469e1
24737,43.774091,133362,29.3613238227,21589e69-6190-4dc4-a98e-f5227c7e4bff
24738,43.299968,133364,27.0838956838,aaf0721a-4d3f-4bf6-85e9-fb336c7f32ae
24739,43.299968,133366,27.0838956838,0ea7369e-c49c-4a5e-bcc7-bf3376fd5dcd
24740,42.143996,133367,34.2912215418,ed3b2b6c-1368-4e0c-a05d-05af985dd35e
24741,41.638203,133368,37.7788557162,485223ff-52a7-42b2-9fbe-e9f54f745f47
24742,44.794844,133370,33.0899361288,52eb8ae3-a6a9-4d8f-a37e-b62435e3864a
24743,45.770789,133372,40.1468747328,35b7f6e1-988f-42a8-ab31-05523e7337ec
24744,46.244799,133373,40.1468747328,c29aa754-402d-43dd-b083-e3b0ac5921df
24745,42.689026,133374,29.1158121957,3b149bfb-8e2c-45f9-820c-26d58a006759
24746,38.333311,133375,25.8006340007,fa39256e-cb41-4724-8a1f-c34a1cb9c1c6
24747,32.267865,133376,13.8643581945,e3377812-41a6-48d0-8476-43e44c5a379a
24748,33.280789,133377,14.607169723,acd05409-a32a-43a0-b249-d6baa57f5f12
24749,32.524531,133378,14.607169723,8da385e3-5589-494d-a36a-dbffb138d280
24750,29.999534,133379,12.0217885346,f66a142d-103a-4009-aca4-1c42dfca00d6
24751,32.748672,133380,13.8643581945,7b5ee595-36f2-4199-938f-eef9f9daf499
24752,39.844476,133381,24.4284629607,f7d34954-51d5-4697-857a-228f4839c65c
24753,43.149303,133382,19.4531290724,a2a8efe9-4312-4be0-a00f-3e74b68ece1b
24754,45.651786,133384,28.098364469,d4cc2367-1c0a-47f2-9806-540c2c243fc5
24755,45.065786,133385,25.9068780969,f1e588b0-c4b0-4845-82f7-4d2adde873c9
24756,43.075147,133386,29.3613238227,99c2a712-4421-4bf4-a572-0544ac984eb1
24757,45.065786,133387,22.282611321,55a43eec-1d8a-4e32-8cdf-116e755bcdf1
24758,45.065786,133388,22.282611321,73b38d4a-8b76-4638-85dd-94a1e6ff58d5
24759,45.065786,133389,22.282611321,8b970f1a-d42b-4367-9386-40451bd88824
24760,50.88009,133391,61.387798772,92256551-62a4-4ad8-848d-356234b7a9b1
24761,54.863471,133393,43.0003365687,c330c1d9-784e-46ed-8cdd-fdeb359905b1
24762,39.844476,133394,24.4284629607,a7942236-0bcc-4dd1-a992-1157f4ead396
24763,38.559045,133395,18.6540073203,3f4aa154-1ca0-48bb-83b4-aa12fdbcff70
24764,33.110641,133396,16.8549547283,b67d2a9e-e48f-4878-8eb4-4e1e7ef9d4e7
24765,32.354383,133397,16.8549547283,4401d747-f090-4452-8dae-bd9b17d5fa1b
24766,33.9201,133398,16.8549547283,2a2d9c54-060f-4b7e-8ef1-5de27509dcb9
24767,35.760275,133399,20.0837348426,2d0d03a8-6c84-4463-bf33-c43f3802aa5f
24768,33.629881,133400,15.9062874084,f11f5c78-57a6-45a3-bca5-653a60bff144
24769,41.235404,133404,22.8399948424,6502c202-8ad0-4d4d-b85e-9f630a607608
24770,41.235404,133405,22.8399948424,6212dd75-b3d2-4386-be1f-6f34839a8433
24771,43.149303,133406,19.4531290724,97d379b0-b024-4fd0-9eb5-17188b7ae5b2
24772,41.235404,133409,22.8399948424,5840d51d-5522-4ac6-8999-2de2951949e4
24773,44.794844,133410,33.0899361288,dadf9075-250d-48ab-8f08-27bea814246d
24774,44.181774,133411,42.9587906333,31e853ed-2a14-403b-952a-4709f92f11ba
24775,42.467759,133412,61.387798772,8e0c9698-fe93-421b-b626-ed8d1a2766cf
24776,48.795696,133413,40.9434828024,367ec660-d9a2-4302-84a0-86473d49e358
24777,51.538522,133414,40.9434828024,21f1dad5-0b79-4046-85a3-0e742cc20d96
24778,48.762176,133415,47.318563417,89936712-f3d8-4ee0-ae15-6e7028d45c31
24779,48.009377,133416,47.5584442157,0713ba91-869e-4205-be7b-14393d66940f
24780,32.354383,133417,13.4345626459,519512da-1e45-42dd-be1f-51718cfa7ca7
24781,31.218055,133419,13.4345626459,2754cbe7-a8d3-4d0b-ab5f-151cb6cda804
24782,31.218055,133421,17.2913022244,637d5f03-c406-493c-9d77-6990614aba6f
24783,29.999534,133423,12.0217885346,c10600f7-4d3b-420c-b752-3e360a4e2eff
24784,47.175686,133425,30.6780889647,1f4da8f3-1e3e-4205-89de-f53b3573602f
24785,,133426,,5cfa8ef7-4766-411e-ae2f-bde5d2b899c4
24786,48.762176,133429,47.318563417,5ae5d04c-e31d-474d-b59c-eab7d68f4b57
24787,43.299968,133430,27.0838956838,2574187a-3d07-4c27-880f-a46865b9d215
24788,45.651786,133431,28.098364469,3d0d029b-587d-41a2-acb8-a0a6050d4bd0
24789,43.075147,133434,28.3692536141,778f732e-e673-4cc3-a2ec-f48fa1cb00c2
24790,50.367647,133436,49.3556989786,f484e1e6-e55d-4be6-a571-6410f74a45a0
24791,51.968446,133437,49.5501950978,9f6d21a2-5760-4678-852d-f81c9b77a760
24792,50.367647,133439,43.0003365687,0391ab1f-cfa2-4c57-93df-52fe4f0f7114
24793,52.692442,133440,55.7918640802,75590373-39dd-44d7-ac1d-e19ed67505a0
24794,51.968446,133441,45.5416199913,a5942ee1-b2a5-40bf-a8c5-1c33f4338f8c
24795,50.88009,133442,61.387798772,84dd9f47-935b-40a8-ab1b-7bc7ae009626
24796,32.524531,133443,12.0217885346,16a0fcd6-14c8-4ea8-90dd-a8e8dc9405f3
24797,29.999534,133445,12.0217885346,5956b45f-504a-4433-b6b4-fe5031a8a4d6
24798,38.762084,133446,19.8575907942,1995a838-96d8-4d8f-bacc-c4846c9b742a
24799,39.844476,133447,24.4284629607,f4c1c4b5-4498-4ecd-9e16-34bf49f52a35
24800,38.559045,133448,18.6540073203,1a9a544d-21a7-4b3e-b53a-a36e37aee67f
24801,39.844476,133450,24.4284629607,042fb53a-5368-4173-a887-9834aee81ea3
24802,48.762176,133451,47.318563417,6773ef5a-5bce-40fa-be3e-d068b5f7584a
24803,46.088312,133452,34.2669318324,b3d866a8-ec31-421e-99b1-0ce20045c612
24804,48.762176,133453,47.318563417,c4363127-e1e5-4518-a4db-46a5be1c50d2
24805,46.088312,133455,34.2669318324,eb108ce3-ff5f-4092-80ae-b2786e766425
24806,46.088312,133457,34.2669318324,77f8ff52-fdc1-488b-8ce1-602f2c13344a
24807,53.261536,133458,49.5501950978,327d1df9-02a9-4e31-8c8c-dbac060740a3
24808,40.919937,133462,27.6680690161,18a10ff7-6172-4eeb-8474-ac7734c48063
24809,38.210356,133463,21.0874877841,60cc0625-c5ef-458a-8b77-10f9ce10204c
24810,39.107306,133465,12.3096392291,8ffdcf44-904d-4cab-99ef-8149fca2a287
24811,52.285256,133466,37.4775207432,adb74a4c-e8a6-4ada-b095-b6d4b73e7242
24812,52.692442,133467,55.7918640802,f45a3fb7-b906-4995-aa71-a774d9279f0d
24813,50.367647,133470,49.3556989786,4e57ab19-64cc-41cb-90fc-67a62cdd8529
24814,31.203231,133471,11.3468670337,7890823a-086a-4e63-8297-c492c40c7712
24815,31.087507,133472,17.2913022244,527bef3e-1592-4467-beeb-5afe6b57aae4
24816,52.921031,133473,52.0891665759,f33c2f21-fefc-42fe-9b2c-9034b55d0ae8
24817,52.921031,133474,52.0891665759,94f1ecc6-6de6-40f4-a77a-089e138f8887
24818,52.423061,133475,48.1329670625,4b655937-b90f-437d-b403-54bef8577b2d
24819,41.175271,133477,11.6227163692,f55e752b-2413-44b0-a6ec-5c8fc0f303a8
24820,48.416055,133478,17.8336504031,8f07dd1a-e498-47f2-bab2-f87ecb2fa13e
24821,48.416055,133479,17.8336504031,d633fdb4-7ee3-4722-b26b-3c66adf01eae
24822,45.623072,133480,28.9091526266,e5e8f0d0-b909-49cc-9ad1-63c564243a10
24823,47.601914,133481,29.3307823226,192ed86f-0267-4157-9874-475fbca97655
24824,32.61445,133482,16.9781475109,52b3d62f-017d-4dcc-ba02-28c283a8548a
24825,32.61445,133483,16.9781475109,2f48b0a9-6410-4ea5-9027-78129557dcca
24826,38.210356,133484,21.0874877841,70637782-2c02-46ec-9adc-256166a451c9
24827,51.538522,133485,40.9434828024,b896dcdd-620a-4b62-9e26-daba978a61f7
24828,51.811928,133486,46.0130461239,2a2ec6f0-0b7e-4f44-b1fa-093212587de5
24829,48.762176,133487,47.318563417,01421329-1bb4-4c0b-8b55-3a3eefc6ebca
24830,42.467759,133488,48.3063300006,4db03543-f016-4866-be74-d7592d8188ef
24831,45.167971,133489,28.6035747276,4c6a6b64-e648-4d2f-b931-57c162813195
24832,49.201965,133490,26.0414683973,479899a0-cb10-40c8-a119-3dbe238302ce
24833,53.678413,133491,39.4633570432,da37372a-fee3-4cf1-ab04-156f63668bd8
24834,53.57003,133492,39.4633570432,4cd2b2a9-2476-47b8-942b-84f384894748
24835,51.424835,133493,42.7461113359,c3739f7e-90b5-4cc9-8d71-12b607ea648d
24836,53.678413,133494,34.8646131407,67ec6724-54e6-4979-8124-99acd8c9299f
24837,44.884639,133495,21.6888291032,7091d779-7d14-45c8-930e-2bab0d609435
24838,46.10131,133496,25.6199298633,af71a359-8071-4252-95d9-7b5a685c2d20
24839,46.10131,133497,25.6199298633,7f93cd45-3de4-4762-99ff-6f3eea0485f5
24840,46.10131,133498,25.6199298633,0682db9c-da79-4b5a-939a-c73d8a0ee90d
24841,46.10131,133501,25.6199298633,1a0a589c-3c7b-4f9f-b3cc-55a5c4c0ff18
24842,46.10131,133504,25.6199298633,3cfa82ec-332d-4987-b534-ee1a3ce4a724
24843,44.884639,133505,21.6888291032,1fbca411-3d8d-45e2-954d-74b55bfb8036
24844,48.416055,133506,17.8336504031,79ed4306-bcad-4c52-8e4f-bfadb2681cab
24845,40.902479,133507,26.2183888833,bf59ec73-e33f-4758-a056-782092e2b16b
24846,40.902479,133508,26.2183888833,c0511778-94bc-40bc-8f0a-f5923a3bd8f6
24847,40.902479,133511,15.2449422173,73df36df-029a-4471-b60b-aefe8ba3526c
24848,50.367647,133512,49.3556989786,3f93ff1e-2672-4eca-a642-b468a3fcfd51
24849,53.721309,133513,46.6015835535,69b03153-b47e-4d6f-89d0-efc2dae3621e
24850,52.692442,133514,55.7918640802,2a7b8885-218c-49af-8264-21a28e02cfdd
24851,53.57003,133516,59.5151459541,bbf2676d-f0b1-40ea-ad12-05b9cb328b56
24852,50.367647,133637,49.3556989786,81bf8943-6153-4302-bf11-24509355f282
24853,38.365373,133735,31.827999639,356ffd62-d9a2-4382-8366-f379b7e0941e
24854,41.056313,134081,29.6447969774,3d412362-15ea-41a9-9e8e-d70c9250998a
24855,41.056313,134130,29.6447969774,d997ab4a-4fc4-4f2a-8588-39a41ddb7c64
24856,49.33626,134533,35.2815957668,31aaa1e7-d1fd-45e0-8709-bcee53600f96
24857,64.076115,134610,46.3481879504,d18daed1-6b19-47e8-864a-d6a24a7fc139
24858,67.681977,134669,60.2464279085,105a1842-633d-40dc-aedd-f941b48ffc82
24859,45.623072,133517,28.9091526266,d35effc5-69aa-4b77-83b5-2418131b61da
24860,44.884639,133518,21.6888291032,de7feb98-a8e5-4c69-8a22-0bcfdd735959
24861,45.623072,133519,28.9091526266,af9194e8-56f5-4213-8270-9ebba9e47173
24862,45.571836,133521,32.8048069023,1b429cb8-e122-4dfd-b906-3a3b2fa83363
24863,35.8864,133523,21.8995023452,7e1388b3-df8b-40e5-bb1f-9a0a34189aba
24864,35.8864,133524,21.8995023452,b19d10e1-e5d5-43ec-a521-7de4d6498eea
24865,47.81249,133526,31.4607530655,f2dedc90-9240-40a4-b96e-5ae30e833ba1
24866,46.987385,133529,30.0834238889,29d35ec5-b1dc-450a-9a6c-42a33ed7eddd
24867,44.656761,133531,35.6641696761,342a06ab-ee88-4b02-a828-b81a37ee7c43
24868,54.826363,133533,59.5151459541,c3ccce24-450c-48f7-801c-b042ded2986b
24869,33.874337,133534,14.063733824,d66cf174-a052-421a-a358-673954712609
24870,33.874337,133536,14.063733824,c2340ae6-2d11-41fa-af29-79426c00126f
24871,33.874337,133537,14.063733824,a6d7a5e3-3234-483d-be27-64e5b2ceed62
24872,32.063248,133541,11.5578750907,395bff16-d0fe-4d9f-b010-a028f8d703d4
24873,32.063248,133542,11.5578750907,a3af8f5f-7965-4a1b-9858-2b6d805e7cd9
24874,32.063248,133543,11.5578750907,47b3074c-2f26-4364-9054-10a089116823
24875,54.955816,133545,50.6082594138,725c9525-9962-42d0-9c3a-3e8ab0e67916
24876,44.978011,133547,40.0449555026,7a2b910f-26ee-465c-acff-a9557e77800c
24877,35.375635,133549,6.08528941421,c3ea4c34-8e75-4d27-9c2c-797663181b71
24878,29.096514,133552,9.33522793151,1419d3a2-fcd1-4c0e-b23e-eb0baa24009f
24879,47.657513,133554,39.5027055662,26a47484-a6e4-4447-bd21-a963956f4098
24880,34.378743,133556,7.65273962675,f00b5ebb-6a98-4997-9304-2b0ea8f44c1d
24881,45.103194,133557,52.4453387176,abf94d64-51b0-42e2-b56e-2e8f4dbdd785
24882,44.656761,133558,35.6641696761,7163f177-6715-46da-803e-7aacdcc6d2ff
24883,36.603886,133560,14.8022200583,98f10ac2-feaa-47ab-a98a-d5ff0554309c
24884,34.727531,133561,10.922096973,ddfeed5f-5dbb-403e-9ed4-060e2ad15978
