,ID,Segment ID,Roadway Name,From,To,Direction,Date,sum
0,2,70376,3 Avenue,East 154 Street,East 155 Street,NB,09/13/2014,8097
1,2,70376,3 Avenue,East 155 Street,East 154 Street,SB,09/13/2014,6211
2,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,EB,09/13/2014,3978
3,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,WB,09/13/2014,4003
4,62,147673,Broadway,West 242 Street,240 Street,SB,09/13/2014,11477
5,62,158447,Broadway,West 242 Street,240 Street,NB,09/13/2014,11477
6,62,255653,Broadway,West 242 Street,240 Street,SB,09/13/2014,3579
7,71,139620,Bronx River Parkway,Bronx River,East Gun Hill Road,NB,09/13/2014,43119
8,71,139618,Bronx River Parkway,East Gun Hill Road,Bronx River,SB,09/13/2014,38351
9,76,70364,Brook Avenue,East 152 Street,East 153 Street,SB,09/13/2014,3746
10,89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/13/2014,9306
11,89,69780,East 138 Street,Rider Avenue,Canal Place,WB,09/13/2014,8154
12,102,69979,Concourse Village West,East 156 Street,East 156 Street,NB,09/13/2014,3313
13,104,9001519,Courtladt Avenue,East 153 Street,East 154 Street,NB,09/13/2014,3178
14,108,276970,East 144 Street,A J Griffin Place,Grand Concourse,WB,09/13/2014,2558
15,108,276970,East 144 Street,Grand Concourse,A J Griffin Place,EB,09/13/2014,3357
16,109,173496,East 149 Street,A J Griffin Place,Grand Concourse,WB,09/13/2014,10792
17,109,173496,East 149 Street,Grand Concourse,A J Griffin Place,EB,09/13/2014,13432
18,111,69836,East 149 Street,Morris Avenue,Park Avenue,WB,09/13/2014,12141
19,111,69836,East 149 Street,Park Avenue,Morris Avenue,EB,09/13/2014,9810
20,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,NB,09/13/2014,5306
21,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,SB,09/13/2014,4217
22,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,NB,09/13/2014,6414
23,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,SB,09/13/2014,5177
24,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,EB,09/13/2014,16329
25,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,WB,09/13/2014,16293
26,125,9014611,East Fordham Road,Southern Boulevard,Bronx River Parkway,EB,09/13/2014,34483
27,125,9014615,East Fordham Road,Southern Boulevard,Bronx River Parkway,WB,09/13/2014,33130
28,127,262252,East Mosholu Parkway,Grand Concourse,Van Courtlandt Avenue East,SB,09/13/2014,1809
29,128,133710,East Tremont Avenue,Anthony Avenue,Monroe Avenue,EB,09/13/2014,4426
30,128,133711,East Tremont Avenue,Anthony Avenue,Monroe Avenue,WB,09/13/2014,5148
31,138,111203,Exterior Street,East 138 Street,East 135 Street,SB,09/13/2014,24010
32,162,176277,Grand Concourse,184 Street,187 Street,NB,09/13/2014,8708
33,162,176277,Grand Concourse,184 Street,187 Street,SB,09/13/2014,9052
34,165,146046,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,SB,09/13/2014,10661
35,165,155099,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,NB,09/13/2014,10197
36,166,132490,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,SB,09/13/2014,26050
37,166,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,09/13/2014,28393
38,167,9008507,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,NB,09/13/2014,26418
39,167,9008505,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,SB,09/13/2014,28091
40,169,143872,Hutchinson River Parkway,Bartow Avenue,New England Thruway,SB,09/13/2014,42808
41,169,143873,Hutchinson River Parkway,Bartow Avenue,New England Thruway,NB,09/13/2014,41049
42,170,9008891,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,NB,09/13/2014,57843
43,170,9008895,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,SB,09/13/2014,53650
44,221,70220,Melrose Avenue,East 153 Street,East 154 Street,NB,09/13/2014,4479
45,221,70220,Melrose Avenue,East 154 Street,East 153 Street,SB,09/13/2014,6225
46,224,9003579,Morris Avenue,156 Street,Park Avenue,NB,09/13/2014,11159
47,224,9003579,Morris Avenue,156 Street,Park Avenue,SB,09/13/2014,7582
48,225,9001489,Morris Avenue,East 153 Street,East 156 Street,NB,09/13/2014,5308
49,225,9001489,Morris Avenue,East 156 Street,East 153 Street,SB,09/13/2014,3347
50,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,NB,09/13/2014,7758
51,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,SB,09/13/2014,9533
52,236,261726,Park Avenue,138 Street,135 Street,NB,09/13/2014,2702
53,249,192425,Provost Avenue,East 233 Street,Westchester,SB,09/13/2014,4402
54,249,192425,Provost Avenue,East 233 Street,Westchester,NB,09/13/2014,5440
55,262,73436,Riverdale Avenue,West 238 Street,West 239 Street,NB,09/13/2014,4535
56,262,73436,Riverdale Avenue,West 239 Street,West 238 Street,SB,09/13/2014,6311
57,268,69696,River Avenue,East 150 Street,East 151 Street,NB,09/13/2014,5138
58,268,69696,River Avenue,East 151 Street,East 150 Street,SB,09/13/2014,3659
59,276,113134,Sedgwick Avenue,West Fordham Road,West 183 Street,SB,09/13/2014,5940
60,276,113134,Sedgwick Avenue,West 183 Street,West Fordham Road,NB,09/13/2014,5117
61,286,134461,Southern Boulevard,East Fordham Road,East Fordham Road,SB,09/13/2014,12038
62,286,146666,Southern Boulevard,East Fordham Road,East Fordham Road,NB,09/13/2014,8211
63,65,144331,BQE,59 Place,59 Street,WB,11/18/2014,56127
64,288,9001819,St. Anns Avenue,East 156 Street,Rae Street,SB,09/13/2014,2169
65,288,9001819,St. Anns Avenue,Rae Street,East 156 Street,NB,09/13/2014,3798
66,290,145927,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,WB,09/13/2014,16347
67,290,145928,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,EB,09/13/2014,15895
68,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,WB,09/13/2014,24068
69,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,EB,09/13/2014,19493
70,349,132595,White Plains Road,East 215 Street,East 216 Street,SB,09/13/2014,8914
71,349,8103575,White Plains Road,East 215 Street,East 216 Street,NB,09/13/2014,5757
72,2,70376,3 Avenue,East 154 Street,East 155 Street,NB,09/14/2014,7195
73,2,70376,3 Avenue,East 155 Street,East 154 Street,SB,09/14/2014,5651
74,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,EB,09/14/2014,3618
75,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,WB,09/14/2014,3696
76,62,147673,Broadway,West 242 Street,240 Street,SB,09/14/2014,11478
77,62,158447,Broadway,West 242 Street,240 Street,NB,09/14/2014,11478
78,62,255653,Broadway,West 242 Street,240 Street,SB,09/14/2014,3761
79,71,139620,Bronx River Parkway,Bronx River,East Gun Hill Road,NB,09/14/2014,41768
80,71,139618,Bronx River Parkway,East Gun Hill Road,Bronx River,SB,09/14/2014,34288
81,76,70364,Brook Avenue,East 152 Street,East 153 Street,SB,09/14/2014,2466
82,89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/14/2014,8461
83,89,69780,East 138 Street,Rider Avenue,Canal Place,WB,09/14/2014,6895
84,102,69979,Concourse Village West,East 156 Street,East 156 Street,NB,09/14/2014,2855
85,104,9001519,Courtladt Avenue,East 153 Street,East 154 Street,NB,09/14/2014,2383
86,108,276970,East 144 Street,A J Griffin Place,Grand Concourse,WB,09/14/2014,2015
87,108,276970,East 144 Street,Grand Concourse,A J Griffin Place,EB,09/14/2014,2682
88,109,173496,East 149 Street,A J Griffin Place,Grand Concourse,WB,09/14/2014,9054
89,109,173496,East 149 Street,Grand Concourse,A J Griffin Place,EB,09/14/2014,10985
90,111,69836,East 149 Street,Morris Avenue,Park Avenue,WB,09/14/2014,9993
91,111,69836,East 149 Street,Park Avenue,Morris Avenue,EB,09/14/2014,7635
92,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,NB,09/14/2014,4222
93,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,SB,09/14/2014,3324
94,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,NB,09/14/2014,5136
95,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,SB,09/14/2014,4042
96,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,EB,09/14/2014,14752
97,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,WB,09/14/2014,13853
98,125,9014611,East Fordham Road,Southern Boulevard,Bronx River Parkway,EB,09/14/2014,29462
99,125,9014615,East Fordham Road,Southern Boulevard,Bronx River Parkway,WB,09/14/2014,28457
100,127,262252,East Mosholu Parkway,Grand Concourse,Van Courtlandt Avenue East,SB,09/14/2014,1674
101,128,133710,East Tremont Avenue,Anthony Avenue,Monroe Avenue,EB,09/14/2014,3732
102,128,133711,East Tremont Avenue,Anthony Avenue,Monroe Avenue,WB,09/14/2014,4836
103,138,111203,Exterior Street,East 138 Street,East 135 Street,SB,09/14/2014,22156
104,162,176277,Grand Concourse,184 Street,187 Street,NB,09/14/2014,7261
105,162,176277,Grand Concourse,184 Street,187 Street,SB,09/14/2014,7564
106,165,146046,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,SB,09/14/2014,9716
107,165,155099,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,NB,09/14/2014,9197
108,166,132490,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,SB,09/14/2014,28391
109,166,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,09/14/2014,31232
110,167,9008507,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,NB,09/14/2014,28137
111,167,9008505,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,SB,09/14/2014,30511
112,169,143872,Hutchinson River Parkway,Bartow Avenue,New England Thruway,SB,09/14/2014,43840
113,169,143873,Hutchinson River Parkway,Bartow Avenue,New England Thruway,NB,09/14/2014,45032
114,170,9008891,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,NB,09/14/2014,56802
115,170,9008895,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,SB,09/14/2014,59141
116,221,70220,Melrose Avenue,East 153 Street,East 154 Street,NB,09/14/2014,3668
117,221,70220,Melrose Avenue,East 154 Street,East 153 Street,SB,09/14/2014,4933
118,224,9003579,Morris Avenue,156 Street,Park Avenue,NB,09/14/2014,9941
119,224,9003579,Morris Avenue,156 Street,Park Avenue,SB,09/14/2014,6197
120,225,9001489,Morris Avenue,East 153 Street,East 156 Street,NB,09/14/2014,4181
121,225,9001489,Morris Avenue,East 156 Street,East 153 Street,SB,09/14/2014,2682
122,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,NB,09/14/2014,7164
123,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,SB,09/14/2014,7850
124,236,261726,Park Avenue,138 Street,135 Street,NB,09/14/2014,2309
125,249,192425,Provost Avenue,East 233 Street,Westchester,SB,09/14/2014,2923
126,249,192425,Provost Avenue,East 233 Street,Westchester,NB,09/14/2014,3806
127,262,73436,Riverdale Avenue,West 238 Street,West 239 Street,NB,09/14/2014,4204
128,262,73436,Riverdale Avenue,West 239 Street,West 238 Street,SB,09/14/2014,6438
129,268,69696,River Avenue,East 150 Street,East 151 Street,NB,09/14/2014,4119
130,268,69696,River Avenue,East 151 Street,East 150 Street,SB,09/14/2014,3189
131,276,113134,Sedgwick Avenue,West Fordham Road,West 183 Street,SB,09/14/2014,5498
132,276,113134,Sedgwick Avenue,West 183 Street,West Fordham Road,NB,09/14/2014,4122
133,286,134461,Southern Boulevard,East Fordham Road,East Fordham Road,SB,09/14/2014,10510
134,286,146666,Southern Boulevard,East Fordham Road,East Fordham Road,NB,09/14/2014,6143
135,288,9001819,St. Anns Avenue,East 156 Street,Rae Street,SB,09/14/2014,1884
136,288,9001819,St. Anns Avenue,Rae Street,East 156 Street,NB,09/14/2014,3238
137,290,145927,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,WB,09/14/2014,14578
138,290,145928,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,EB,09/14/2014,14284
139,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,WB,09/14/2014,22695
140,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,EB,09/14/2014,17033
141,349,132595,White Plains Road,East 215 Street,East 216 Street,SB,09/14/2014,7824
142,349,8103575,White Plains Road,East 215 Street,East 216 Street,NB,09/14/2014,4885
143,2,70376,3 Avenue,East 154 Street,East 155 Street,NB,09/15/2014,8191
144,2,70376,3 Avenue,East 155 Street,East 154 Street,SB,09/15/2014,5840
145,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,EB,09/15/2014,5195
146,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,WB,09/15/2014,5232
147,62,147673,Broadway,West 242 Street,240 Street,SB,09/15/2014,12113
148,62,158447,Broadway,West 242 Street,240 Street,NB,09/15/2014,12113
149,62,255653,Broadway,West 242 Street,240 Street,SB,09/15/2014,3786
150,71,139620,Bronx River Parkway,Bronx River,East Gun Hill Road,NB,09/15/2014,45070
151,71,139618,Bronx River Parkway,East Gun Hill Road,Bronx River,SB,09/15/2014,39932
152,76,70364,Brook Avenue,East 152 Street,East 153 Street,SB,09/15/2014,4256
153,89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/15/2014,9691
154,89,69780,East 138 Street,Rider Avenue,Canal Place,WB,09/15/2014,9756
155,102,69979,Concourse Village West,East 156 Street,East 156 Street,NB,09/15/2014,4567
156,104,9001519,Courtladt Avenue,East 153 Street,East 154 Street,NB,09/15/2014,3161
157,108,276970,East 144 Street,A J Griffin Place,Grand Concourse,WB,09/15/2014,3604
158,367,60160,110 AVENUE,155 STREET,156 STREET,EB,02/27/2016,1755
159,108,276970,East 144 Street,Grand Concourse,A J Griffin Place,EB,09/15/2014,4397
160,109,173496,East 149 Street,A J Griffin Place,Grand Concourse,WB,09/15/2014,10388
161,109,173496,East 149 Street,Grand Concourse,A J Griffin Place,EB,09/15/2014,12900
162,111,69836,East 149 Street,Morris Avenue,Park Avenue,WB,09/15/2014,12326
163,111,69836,East 149 Street,Park Avenue,Morris Avenue,EB,09/15/2014,10156
164,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,NB,09/15/2014,5914
165,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,SB,09/15/2014,4420
166,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,NB,09/15/2014,6485
167,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,SB,09/15/2014,5019
168,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,EB,09/15/2014,18311
169,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,WB,09/15/2014,17965
170,125,9014611,East Fordham Road,Southern Boulevard,Bronx River Parkway,EB,09/15/2014,33421
171,125,9014615,East Fordham Road,Southern Boulevard,Bronx River Parkway,WB,09/15/2014,36842
172,127,262252,East Mosholu Parkway,Grand Concourse,Van Courtlandt Avenue East,SB,09/15/2014,2070
173,128,133710,East Tremont Avenue,Anthony Avenue,Monroe Avenue,EB,09/15/2014,4789
174,128,133711,East Tremont Avenue,Anthony Avenue,Monroe Avenue,WB,09/15/2014,5255
175,138,111203,Exterior Street,East 138 Street,East 135 Street,SB,09/15/2014,23199
176,162,176277,Grand Concourse,184 Street,187 Street,NB,09/15/2014,10515
177,162,176277,Grand Concourse,184 Street,187 Street,SB,09/15/2014,11740
178,165,146046,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,SB,09/15/2014,9915
179,165,155099,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,NB,09/15/2014,10798
180,166,132490,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,SB,09/15/2014,27071
181,166,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,09/15/2014,31960
182,167,9008507,Henry Hudson Parkway,Netherland Av0enue,Johnson Avenue,NB,09/15/2014,27849
183,167,9008505,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,SB,09/15/2014,31107
184,169,143872,Hutchinson River Parkway,Bartow Avenue,New England Thruway,SB,09/15/2014,44636
185,169,143873,Hutchinson River Parkway,Bartow Avenue,New England Thruway,NB,09/15/2014,45048
186,170,9008891,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,NB,09/15/2014,58602
187,170,9008895,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,SB,09/15/2014,55194
188,221,70220,Melrose Avenue,East 153 Street,East 154 Street,NB,09/15/2014,4876
189,221,70220,Melrose Avenue,East 154 Street,East 153 Street,SB,09/15/2014,6347
190,224,9003579,Morris Avenue,156 Street,Park Avenue,NB,09/15/2014,11518
191,224,9003579,Morris Avenue,156 Street,Park Avenue,SB,09/15/2014,7884
192,225,9001489,Morris Avenue,East 153 Street,East 156 Street,NB,09/15/2014,5347
193,225,9001489,Morris Avenue,East 156 Street,East 153 Street,SB,09/15/2014,4397
194,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,NB,09/15/2014,9134
195,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,SB,09/15/2014,11340
196,236,261726,Park Avenue,138 Street,135 Street,NB,09/15/2014,3953
197,249,192425,Provost Avenue,East 233 Street,Westchester,SB,09/15/2014,5257
198,249,192425,Provost Avenue,East 233 Street,Westchester,NB,09/15/2014,6502
199,262,73436,Riverdale Avenue,West 238 Street,West 239 Street,NB,09/15/2014,5873
200,262,73436,Riverdale Avenue,West 239 Street,West 238 Street,SB,09/15/2014,7822
201,268,69696,River Avenue,East 150 Street,East 151 Street,NB,09/15/2014,4491
202,268,69696,River Avenue,East 151 Street,East 150 Street,SB,09/15/2014,3010
203,276,113134,Sedgwick Avenue,West Fordham Road,West 183 Street,SB,09/15/2014,7078
204,276,113134,Sedgwick Avenue,West 183 Street,West Fordham Road,NB,09/15/2014,5333
205,286,134461,Southern Boulevard,East Fordham Road,East Fordham Road,SB,09/15/2014,13537
206,286,146666,Southern Boulevard,East Fordham Road,East Fordham Road,NB,09/15/2014,8864
207,288,9001819,St. Anns Avenue,East 156 Street,Rae Street,SB,09/15/2014,2529
208,288,9001819,St. Anns Avenue,Rae Street,East 156 Street,NB,09/15/2014,4154
209,290,145927,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,WB,09/15/2014,17510
210,290,145928,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,EB,09/15/2014,17235
211,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,WB,09/15/2014,22296
212,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,EB,09/15/2014,17580
213,349,132595,White Plains Road,East 215 Street,East 216 Street,SB,09/15/2014,7648
214,349,8103575,White Plains Road,East 215 Street,East 216 Street,NB,09/15/2014,4661
215,2,70376,3 Avenue,East 154 Street,East 155 Street,NB,09/16/2014,8093
216,2,70376,3 Avenue,East 155 Street,East 154 Street,SB,09/16/2014,6100
217,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,EB,09/16/2014,4961
218,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,WB,09/16/2014,5243
219,62,147673,Broadway,West 242 Street,240 Street,SB,09/16/2014,11945
220,62,158447,Broadway,West 242 Street,240 Street,NB,09/16/2014,11945
221,62,255653,Broadway,West 242 Street,240 Street,SB,09/16/2014,3566
222,71,139620,Bronx River Parkway,Bronx River,East Gun Hill Road,NB,09/16/2014,44202
223,71,139618,Bronx River Parkway,East Gun Hill Road,Bronx River,SB,09/16/2014,37122
224,76,70364,Brook Avenue,East 152 Street,East 153 Street,SB,09/16/2014,4165
225,89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/16/2014,9539
226,89,69780,East 138 Street,Rider Avenue,Canal Place,WB,09/16/2014,9444
227,102,69979,Concourse Village West,East 156 Street,East 156 Street,NB,09/16/2014,4650
228,104,9001519,Courtladt Avenue,East 153 Street,East 154 Street,NB,09/16/2014,3187
229,108,276970,East 144 Street,A J Griffin Place,Grand Concourse,WB,09/16/2014,3674
230,108,276970,East 144 Street,Grand Concourse,A J Griffin Place,EB,09/16/2014,4519
231,109,173496,East 149 Street,A J Griffin Place,Grand Concourse,WB,09/16/2014,10508
232,109,173496,East 149 Street,Grand Concourse,A J Griffin Place,EB,09/16/2014,13151
233,111,69836,East 149 Street,Morris Avenue,Park Avenue,WB,09/16/2014,12915
234,111,69836,East 149 Street,Park Avenue,Morris Avenue,EB,09/16/2014,10294
235,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,NB,09/16/2014,5923
236,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,SB,09/16/2014,4330
237,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,NB,09/16/2014,6197
238,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,SB,09/16/2014,4790
239,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,EB,09/16/2014,18392
240,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,WB,09/16/2014,17708
241,125,9014611,East Fordham Road,Southern Boulevard,Bronx River Parkway,EB,09/16/2014,32586
242,125,9014615,East Fordham Road,Southern Boulevard,Bronx River Parkway,WB,09/16/2014,35975
243,127,262252,East Mosholu Parkway,Grand Concourse,Van Courtlandt Avenue East,SB,09/16/2014,2008
244,128,133710,East Tremont Avenue,Anthony Avenue,Monroe Avenue,EB,09/16/2014,4391
245,128,133711,East Tremont Avenue,Anthony Avenue,Monroe Avenue,WB,09/16/2014,5215
246,138,111203,Exterior Street,East 138 Street,East 135 Street,SB,09/16/2014,24067
247,162,176277,Grand Concourse,184 Street,187 Street,NB,09/16/2014,10616
248,162,176277,Grand Concourse,184 Street,187 Street,SB,09/16/2014,11497
249,165,146046,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,SB,09/16/2014,11479
250,165,155099,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,NB,09/16/2014,10866
251,166,132490,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,SB,09/16/2014,28890
252,166,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,09/16/2014,32053
253,367,60160,110 AVENUE,155 STREET,156 STREET,WB,02/27/2016,2312
254,167,9008507,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,NB,09/16/2014,28546
255,167,9008505,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,SB,09/16/2014,31427
256,169,143872,Hutchinson River Parkway,Bartow Avenue,New England Thruway,SB,09/16/2014,44524
257,169,143873,Hutchinson River Parkway,Bartow Avenue,New England Thruway,NB,09/16/2014,43069
258,170,9008891,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,NB,09/16/2014,55401
259,170,9008895,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,SB,09/16/2014,52695
260,221,70220,Melrose Avenue,East 153 Street,East 154 Street,NB,09/16/2014,4642
261,221,70220,Melrose Avenue,East 154 Street,East 153 Street,SB,09/16/2014,5507
262,224,9003579,Morris Avenue,156 Street,Park Avenue,NB,09/16/2014,12133
263,224,9003579,Morris Avenue,156 Street,Park Avenue,SB,09/16/2014,7694
264,225,9001489,Morris Avenue,East 153 Street,East 156 Street,NB,09/16/2014,5922
265,225,9001489,Morris Avenue,East 156 Street,East 153 Street,SB,09/16/2014,4519
266,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,NB,09/16/2014,9120
267,227,107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,SB,09/16/2014,10414
268,236,261726,Park Avenue,138 Street,135 Street,NB,09/16/2014,3185
269,249,192425,Provost Avenue,East 233 Street,Westchester,SB,09/16/2014,4944
270,249,192425,Provost Avenue,East 233 Street,Westchester,NB,09/16/2014,6355
271,262,73436,Riverdale Avenue,West 238 Street,West 239 Street,NB,09/16/2014,5717
272,262,73436,Riverdale Avenue,West 239 Street,West 238 Street,SB,09/16/2014,7658
273,268,69696,River Avenue,East 150 Street,East 151 Street,NB,09/16/2014,4420
274,268,69696,River Avenue,East 151 Street,East 150 Street,SB,09/16/2014,3046
275,276,113134,Sedgwick Avenue,West Fordham Road,West 183 Street,SB,09/16/2014,6850
276,276,113134,Sedgwick Avenue,West 183 Street,West Fordham Road,NB,09/16/2014,5600
277,286,134461,Southern Boulevard,East Fordham Road,East Fordham Road,SB,09/16/2014,12969
278,286,146666,Southern Boulevard,East Fordham Road,East Fordham Road,NB,09/16/2014,8750
279,288,9001819,St. Anns Avenue,East 156 Street,Rae Street,SB,09/16/2014,2470
280,288,9001819,St. Anns Avenue,Rae Street,East 156 Street,NB,09/16/2014,4391
281,290,145927,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,WB,09/16/2014,16886
282,290,145928,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,EB,09/16/2014,17514
283,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,WB,09/16/2014,21266
284,308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,EB,09/16/2014,16046
285,349,132595,White Plains Road,East 215 Street,East 216 Street,SB,09/16/2014,7199
286,349,8103575,White Plains Road,East 215 Street,East 216 Street,NB,09/16/2014,4820
287,2,70376,3 Avenue,East 154 Street,East 155 Street,NB,09/17/2014,7958
288,2,70376,3 Avenue,East 155 Street,East 154 Street,SB,09/17/2014,6063
289,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,EB,09/17/2014,5177
290,56,176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,WB,09/17/2014,5382
291,62,147673,Broadway,West 242 Street,240 Street,SB,09/17/2014,12414
292,62,158447,Broadway,West 242 Street,240 Street,NB,09/17/2014,12414
293,62,255653,Broadway,West 242 Street,240 Street,SB,09/17/2014,3740
294,71,139620,Bronx River Parkway,Bronx River,East Gun Hill Road,NB,09/17/2014,46018
295,71,139618,Bronx River Parkway,East Gun Hill Road,Bronx River,SB,09/17/2014,40966
296,76,70364,Brook Avenue,East 152 Street,East 153 Street,SB,09/17/2014,4589
297,89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/17/2014,9887
298,89,69780,East 138 Street,Rider Avenue,Canal Place,WB,09/17/2014,9074
299,102,69979,Concourse Village West,East 156 Street,East 156 Street,NB,09/17/2014,4711
300,104,9001519,Courtladt Avenue,East 153 Street,East 154 Street,NB,09/17/2014,3328
301,108,276970,East 144 Street,A J Griffin Place,Grand Concourse,WB,09/17/2014,3734
302,108,276970,East 144 Street,Grand Concourse,A J Griffin Place,EB,09/17/2014,4753
303,109,173496,East 149 Street,A J Griffin Place,Grand Concourse,WB,09/17/2014,10215
304,109,173496,East 149 Street,Grand Concourse,A J Griffin Place,EB,09/17/2014,12694
305,111,69836,East 149 Street,Morris Avenue,Park Avenue,WB,09/17/2014,11683
306,111,69836,East 149 Street,Park Avenue,Morris Avenue,EB,09/17/2014,9852
307,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,NB,09/17/2014,5900
308,120,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,SB,09/17/2014,4551
309,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,NB,09/17/2014,6605
310,121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,SB,09/17/2014,5253
311,124,89015,East 233 Street,Webster Avenue,Bronx River Parkway,EB,09/17/2014,18090
