,ID,Segment ID,Roadway Name,From,To,Direction,Date,sum
11769,180,101166,SPRINGFIELD BOULEVARD,64 AVENUE,67 AVENUE,SB,11/15/2015,3675
11770,182,107711,LITTLE NECK PARKWAY,60 AVENUE,61 AVENUE,NB,11/15/2015,3596
11771,182,107711,LITTLE NECK PARKWAY,60 AVENUE,61 AVENUE,SB,11/15/2015,3615
11772,183,112817,111 AVENUE,141 STREET,140 STREET,EB,11/15/2015,1591
11773,183,112817,111 AVENUE,141 STREET,140 STREET,WB,11/15/2015,3095
11774,186,119860,GRAND AVENUE,REMSEN PLACE,66 STREET,EB,11/15/2015,9932
11775,186,119860,GRAND AVENUE,REMSEN PLACE,66 STREET,WB,11/15/2015,9539
11776,187,129029,METROPOLITAN AVENUE,PARK LINE SOUTH,FOREST PARK DRIVE,EB,11/15/2015,8190
11777,187,129029,METROPOLITAN AVENUE,PARK LINE SOUTH,FOREST PARK DRIVE,WB,11/15/2015,9738
11778,190,49354,METROPOLITAN AVENUE,PLEASANTVILLE STREET,73RD PLACE,EB,11/15/2015,11560
11779,190,49354,METROPOLITAN AVENUE,PLEASANTVILLE STREET,73RD PLACE,WB,11/15/2015,7962
11780,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,EB,11/15/2015,4349
11781,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,WB,11/15/2015,4369
11782,196,49490,MYRTLE AVENUE,73 PLACE,74 STREET,EB,11/15/2015,5293
11783,196,49490,MYRTLE AVENUE,73 PLACE,74 STREET,WB,11/15/2015,4548
11784,198,49635,80 STREET,68 AVENUE,67 DRIVE,NB,11/15/2015,7381
11785,198,49635,80 STREET,68 AVENUE,67 DRIVE,SB,11/15/2015,8473
11786,199,51223,ROCKAWAY BOULEVARD,CULLODEN PLACE,84 STREET,EB,11/15/2015,5678
11787,199,51223,ROCKAWAY BOULEVARD,CULLODEN PLACE,84 STREET,WB,11/15/2015,3331
11788,200,51994,ROCKAWAY BOULEVARD,100 STREET,101 STREET,EB,11/15/2015,8086
11789,200,51994,ROCKAWAY BOULEVARD,100 STREET,101 STREET,WB,11/15/2015,8311
11790,201,52188,101 AVENUE,107 STREET,108 STREET,EB,11/15/2015,3454
11791,201,52188,101 AVENUE,107 STREET,108 STREET,WB,11/15/2015,3510
11792,202,52378,COOPER AVENUE,83 STREET,84 STREET,EB,11/15/2015,6821
11793,202,52378,COOPER AVENUE,83 STREET,84 STREET,WB,11/15/2015,7625
11794,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/15/2015,3948
11795,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/15/2015,3548
11796,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,EB,11/15/2015,6088
11797,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,WB,11/15/2015,6541
11798,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/15/2015,5212
11799,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/15/2015,5330
11800,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,EB,11/15/2015,10080
11801,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,WB,11/15/2015,11981
11802,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,EB,11/15/2015,1890
11803,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,WB,11/15/2015,2527
11804,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,NB,11/15/2015,5457
11805,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,SB,11/15/2015,5545
11806,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,NB,11/15/2015,6456
11807,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,SB,11/15/2015,6256
11808,217,66637,48 STREET,56 ROAD,55 AVENUE,NB,11/15/2015,1321
11809,217,66637,48 STREET,56 ROAD,55 AVENUE,SB,11/15/2015,1402
11810,218,66886,58 STREET,55 AVENUE,55 DRIVE,NB,11/15/2015,978
11811,218,66886,58 STREET,55 AVENUE,55 DRIVE,SB,11/15/2015,1861
11812,222,73836,MAURICE AVENUE,53 AVENUE,TYLER AVENUE,NB,11/15/2015,3134
11813,222,73836,MAURICE AVENUE,53 AVENUE,TYLER AVENUE,SB,11/15/2015,2839
11814,223,74183,GRAND AVENUE,69 LANE,71 STREET,EB,11/15/2015,5492
11815,223,74183,GRAND AVENUE,69 LANE,71 STREET,WB,11/15/2015,5879
11816,225,74299,69 STREET,60 DRIVE,60 ROAD,NB,11/15/2015,8790
11817,225,74299,69 STREET,60 DRIVE,60 ROAD,SB,11/15/2015,9904
11818,226,74304,ELIOT AVENUE,69 PLACE,69 STREET,EB,11/15/2015,4996
11819,226,74304,ELIOT AVENUE,69 PLACE,69 STREET,WB,11/15/2015,4954
11820,227,74501,CALDWELL AVENUE,71 STREET,74 STREET,WB,11/15/2015,4174
11821,232,81591,59 AVENUE,94 STREET,92 STREET,EB,11/15/2015,6452
11822,233,82507,GRAND CENTRAL PARKWAY,62 DRIVE,62 AVENUE,SB,11/15/2015,2942
11823,234,91014,BOOTH MEMORIAL AVENUE,LAWRENCE STREET,133 STREET,EB,11/15/2015,4873
11824,234,91014,BOOTH MEMORIAL AVENUE,LAWRENCE STREET,133 STREET,WB,11/15/2015,6256
11825,235,91423,PARSONS BOULEVARD,NORTHERN BOULEVARD,37 AVENUE,NB,11/15/2015,6776
11826,235,91423,PARSONS BOULEVARD,NORTHERN BOULEVARD,37 AVENUE,SB,11/15/2015,6398
11827,236,98006,NORTHERN BOULEVARD,209 STREET,OCEANIA STREET,EB,11/15/2015,15071
11828,236,98006,NORTHERN BOULEVARD,209 STREET,OCEANIA STREET,WB,11/15/2015,14069
11829,239,97302,45 AVENUE,193 STREET,192 STREET,EB,11/15/2015,1917
11830,239,97302,45 AVENUE,193 STREET,192 STREET,WB,11/15/2015,955
11831,240,97306,NORTHERN BOULEVARD,190 STREET,191 STREET,EB,11/15/2015,13744
11832,240,97306,NORTHERN BOULEVARD,190 STREET,191 STREET,WB,11/15/2015,13413
11833,241,97521,35 AVENUE,203 STREET,202 STREET,EB,11/15/2015,4566
11834,241,97521,35 AVENUE,203 STREET,202 STREET,WB,11/15/2015,4035
11835,243,98338,BELL BOULEVARD,46 AVENUE,45 DRIVE,NB,11/15/2015,4457
11836,243,98338,BELL BOULEVARD,46 AVENUE,45 DRIVE,SB,11/15/2015,5107
11837,244,98540,SPRINGFIELD BOULEVARD,46 AVENUE,NORTHERN BOULEVARD,NB,11/15/2015,1767
11838,244,98540,SPRINGFIELD BOULEVARD,46 AVENUE,NORTHERN BOULEVARD,SB,11/15/2015,2026
11839,248,51334,ROCKAWAY BOULEVARD,97 AVENUE,84 STREET,WB,11/15/2015,5596
11840,248,51334,ROCKAWAY BOULEVARD,97 AVENUE,84 STREET,EB,11/15/2015,4811
11841,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,EB,11/15/2015,1702
11842,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,WB,11/15/2015,3121
11843,251,51998,ROCKAWAY BOULEVARD,101 STREET,101 STREET,EB,11/15/2015,8949
11844,251,51998,ROCKAWAY BOULEVARD,101 STREET,101 STREET,WB,11/15/2015,8677
11845,252,56954,150 STREET,84 DRIVE,84 ROAD,NB,11/15/2015,1405
11846,252,56954,150 STREET,84 DRIVE,84 ROAD,SB,11/15/2015,3716
11847,255,98008,NORTHERN BOULEVARD,OCEANIA STREET,CORPORAL KENNEDY STREET,EB,11/15/2015,14449
11848,255,98008,NORTHERN BOULEVARD,OCEANIA STREET,CORPORAL KENNEDY STREET,WB,11/15/2015,14018
11849,256,73961,GRAND AVENUE,HAMILTON PLACE,55 DRIVE,EB,11/15/2015,7930
11850,256,73961,GRAND AVENUE,HAMILTON PLACE,55 DRIVE,WB,11/15/2015,8883
11851,259,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,NB,11/15/2015,5981
11852,259,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,SB,11/15/2015,3290
11853,260,84369,COLLEGE POINT BOULEVARD,KING ROAD,36 ROAD,NB,11/15/2015,8477
11854,260,84369,COLLEGE POINT BOULEVARD,KING ROAD,36 ROAD,SB,11/15/2015,7283
11855,261,157208,FRANCIS LEWIS BOULEVARD,CROCHERON AVENUE,200 STREET,SB,11/15/2015,5317
11856,261,150536,FRANCIS LEWIS BOULEVARD,CROCHERON AVENUE,200 STREET,NB,11/15/2015,5746
11857,264,117242,200 STREET,36 AVENUE,FRANCIS LEWIS BOULEVARD,NB,11/15/2015,846
11858,267,182686,HEWLETT STREET,77 ROAD,UNION TURNPIKE,SB,11/15/2015,10003
11859,267,182686,HEWLETT STREET,77 ROAD,UNION TURNPIKE,NB,11/15/2015,8346
11860,270,157129,COLLEGE POINT BOULEVARD,BLOSSOM AVENUE,BOTANICAL GARDEN BRIDGE,NB,11/15/2015,13293
11861,270,157129,COLLEGE POINT BOULEVARD,BLOSSOM AVENUE,BOTANICAL GARDEN BRIDGE,SB,11/15/2015,15423
11862,272,101668,DOUGLASTON PARKWAY,68 AVENUE,69 AVENUE,SB,11/15/2015,2423
11863,272,101668,DOUGLASTON PARKWAY,68 AVENUE,69 AVENUE,NB,11/15/2015,2798
11864,340,31914,HUDSON STREET,CHARLTON STREET,KING STREET,NB,11/15/2015,11382
11865,341,32031,HUDSON STREET,HORATIO STREET,GANSEVOORT STREET,SB,11/15/2015,7497
11866,347,49505,73 PLACE,CENTRAL AVENUE,COOPER AVENUE,NB,11/15/2015,3833
11867,347,49505,73 PLACE,CENTRAL AVENUE,COOPER AVENUE,SB,11/15/2015,2354
11868,361,74503,73 STREET,QUEENS MIDTOWN EXPRESSWAY SB,58 AVENUE,SB,11/15/2015,108
11869,58,95195,WESTCHESTER AVENUE,BURR AVENUE,BRUCKNER BOULEVARD,WB,11/16/2015,14640
11870,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,EB,11/16/2015,4557
11871,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,WB,11/16/2015,3610
11872,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,EB,11/16/2015,9222
11873,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,WB,11/16/2015,7851
11874,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,EB,11/16/2015,5302
11875,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,WB,11/16/2015,6407
11876,201,52188,101 AVENUE,107 STREET,108 STREET,EB,11/16/2015,4396
11877,201,52188,101 AVENUE,107 STREET,108 STREET,WB,11/16/2015,4263
11878,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/16/2015,4597
11879,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/16/2015,3885
11880,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,EB,11/16/2015,6671
11881,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,WB,11/16/2015,7743
11882,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/16/2015,6751
11883,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/16/2015,6494
11884,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,EB,11/16/2015,12904
11885,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,WB,11/16/2015,16583
11886,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,EB,11/16/2015,3362
11887,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,WB,11/16/2015,4089
11888,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,NB,11/16/2015,7026
11889,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,SB,11/16/2015,6751
11890,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,NB,11/16/2015,7624
11891,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,SB,11/16/2015,6898
11892,217,66637,48 STREET,56 ROAD,55 AVENUE,NB,11/16/2015,4260
11893,217,66637,48 STREET,56 ROAD,55 AVENUE,SB,11/16/2015,4520
11894,218,66886,58 STREET,55 AVENUE,55 DRIVE,NB,11/16/2015,3419
11895,218,66886,58 STREET,55 AVENUE,55 DRIVE,SB,11/16/2015,2311
11896,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,EB,11/16/2015,1907
11897,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,WB,11/16/2015,4007
11898,252,56954,150 STREET,84 DRIVE,84 ROAD,NB,11/16/2015,2562
11899,252,56954,150 STREET,84 DRIVE,84 ROAD,SB,11/16/2015,5421
11900,340,31914,HUDSON STREET,CHARLTON STREET,KING STREET,NB,11/16/2015,15788
11901,341,32031,HUDSON STREET,HORATIO STREET,GANSEVOORT STREET,SB,11/16/2015,10984
11902,58,95195,WESTCHESTER AVENUE,BURR AVENUE,BRUCKNER BOULEVARD,WB,11/17/2015,14517
11903,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,EB,11/17/2015,332
11904,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,WB,11/17/2015,3619
11905,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,EB,11/17/2015,9642
11906,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,WB,11/17/2015,7992
11907,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,EB,11/17/2015,5397
11908,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,WB,11/17/2015,6564
11909,201,52188,101 AVENUE,107 STREET,108 STREET,EB,11/17/2015,4148
11910,201,52188,101 AVENUE,107 STREET,108 STREET,WB,11/17/2015,4408
11911,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/17/2015,4629
11912,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/17/2015,3686
11913,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,EB,11/17/2015,6486
11914,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,WB,11/17/2015,8137
11915,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/17/2015,6953
11916,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/17/2015,6499
11917,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,EB,11/17/2015,12477
11918,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,WB,11/17/2015,15241
11919,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,EB,11/17/2015,3266
11920,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,WB,11/17/2015,4208
11921,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,NB,11/17/2015,7460
11922,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,SB,11/17/2015,7079
11923,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,NB,11/17/2015,7692
11924,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,SB,11/17/2015,6614
11925,217,66637,48 STREET,56 ROAD,55 AVENUE,NB,11/17/2015,4375
11926,217,66637,48 STREET,56 ROAD,55 AVENUE,SB,11/17/2015,4386
11927,218,66886,58 STREET,55 AVENUE,55 DRIVE,NB,11/17/2015,3617
11928,218,66886,58 STREET,55 AVENUE,55 DRIVE,SB,11/17/2015,2241
11929,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,EB,11/17/2015,1922
11930,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,WB,11/17/2015,4033
11931,252,56954,150 STREET,84 DRIVE,84 ROAD,NB,11/17/2015,2657
11932,252,56954,150 STREET,84 DRIVE,84 ROAD,SB,11/17/2015,5696
11933,340,31914,HUDSON STREET,CHARLTON STREET,KING STREET,NB,11/17/2015,17420
11934,341,32031,HUDSON STREET,HORATIO STREET,GANSEVOORT STREET,SB,11/17/2015,11484
11935,58,95195,WESTCHESTER AVENUE,BURR AVENUE,BRUCKNER BOULEVARD,WB,11/18/2015,14699
11936,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,EB,11/18/2015,2954
11937,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,WB,11/18/2015,3545
11938,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,EB,11/18/2015,9427
11939,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,WB,11/18/2015,8284
11940,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,EB,11/18/2015,5498
11941,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,WB,11/18/2015,6663
11942,201,52188,101 AVENUE,107 STREET,108 STREET,EB,11/18/2015,4473
11943,201,52188,101 AVENUE,107 STREET,108 STREET,WB,11/18/2015,4046
11944,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/18/2015,4664
11945,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/18/2015,3869
11946,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,EB,11/18/2015,6866
11947,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,WB,11/18/2015,7740
11948,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/18/2015,7036
11949,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/18/2015,6625
11950,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,EB,11/18/2015,12729
11951,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,WB,11/18/2015,16537
11952,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,EB,11/18/2015,2770
11953,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,WB,11/18/2015,4010
11954,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,NB,11/18/2015,7570
11955,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,SB,11/18/2015,6964
11956,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,NB,11/18/2015,7654
11957,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,SB,11/18/2015,6584
11958,217,66637,48 STREET,56 ROAD,55 AVENUE,NB,11/18/2015,4496
11959,217,66637,48 STREET,56 ROAD,55 AVENUE,SB,11/18/2015,3847
11960,218,66886,58 STREET,55 AVENUE,55 DRIVE,NB,11/18/2015,3711
11961,218,66886,58 STREET,55 AVENUE,55 DRIVE,SB,11/18/2015,2309
11962,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,EB,11/18/2015,1995
11963,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,WB,11/18/2015,3968
11964,252,56954,150 STREET,84 DRIVE,84 ROAD,NB,11/18/2015,2537
11965,252,56954,150 STREET,84 DRIVE,84 ROAD,SB,11/18/2015,5520
11966,340,31914,HUDSON STREET,CHARLTON STREET,KING STREET,NB,11/18/2015,17215
11967,341,32031,HUDSON STREET,HORATIO STREET,GANSEVOORT STREET,SB,11/18/2015,11604
11968,58,95195,WESTCHESTER AVENUE,BURR AVENUE,BRUCKNER BOULEVARD,WB,11/19/2015,14016
11969,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,EB,11/19/2015,4194
11970,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,WB,11/19/2015,3589
11971,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,EB,11/19/2015,9232
11972,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,WB,11/19/2015,7699
11973,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,EB,11/19/2015,5348
11974,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,WB,11/19/2015,6465
11975,201,52188,101 AVENUE,107 STREET,108 STREET,EB,11/19/2015,4254
11976,201,52188,101 AVENUE,107 STREET,108 STREET,WB,11/19/2015,3933
11977,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/19/2015,4701
11978,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/19/2015,3652
11979,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,EB,11/19/2015,6631
11980,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,WB,11/19/2015,7940
11981,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/19/2015,6897
11982,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/19/2015,6695
11983,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,EB,11/19/2015,12811
11984,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,WB,11/19/2015,15763
11985,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,EB,11/19/2015,3387
11986,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,WB,11/19/2015,4015
11987,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,NB,11/19/2015,7479
11988,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,SB,11/19/2015,6988
11989,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,NB,11/19/2015,7772
11990,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,SB,11/19/2015,6632
11991,217,66637,48 STREET,56 ROAD,55 AVENUE,NB,11/19/2015,4512
11992,217,66637,48 STREET,56 ROAD,55 AVENUE,SB,11/19/2015,4509
11993,218,66886,58 STREET,55 AVENUE,55 DRIVE,NB,11/19/2015,3545
11994,218,66886,58 STREET,55 AVENUE,55 DRIVE,SB,11/19/2015,2365
11995,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,EB,11/19/2015,1913
11996,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,WB,11/19/2015,3807
11997,252,56954,150 STREET,84 DRIVE,84 ROAD,NB,11/19/2015,2559
11998,252,56954,150 STREET,84 DRIVE,84 ROAD,SB,11/19/2015,5520
11999,340,31914,HUDSON STREET,CHARLTON STREET,KING STREET,NB,11/19/2015,15602
12000,341,32031,HUDSON STREET,HORATIO STREET,GANSEVOORT STREET,SB,11/19/2015,11547
12001,58,95195,WESTCHESTER AVENUE,BURR AVENUE,BRUCKNER BOULEVARD,WB,11/20/2015,16283
12002,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,EB,11/20/2015,4520
12003,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,WB,11/20/2015,3753
12004,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,EB,11/20/2015,9638
12005,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,WB,11/20/2015,7825
12006,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,EB,11/20/2015,5696
12007,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,WB,11/20/2015,7236
12008,201,52188,101 AVENUE,107 STREET,108 STREET,EB,11/20/2015,4571
12009,201,52188,101 AVENUE,107 STREET,108 STREET,WB,11/20/2015,2756
12010,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/20/2015,4800
12011,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/20/2015,4002
12012,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,EB,11/20/2015,6943
12013,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,WB,11/20/2015,8211
12014,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/20/2015,7282
12015,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/20/2015,6936
12016,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,EB,11/20/2015,13842
12017,206,56910,HILLSIDE AVENUE,144 STREET,146 STREET,WB,11/20/2015,17597
12018,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,EB,11/20/2015,3759
12019,207,57005,101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,WB,11/20/2015,4506
12020,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,NB,11/20/2015,7656
12021,208,57133,PARSONS BOULEVARD,84 ROAD,84 AVENUE,SB,11/20/2015,7243
12022,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,NB,11/20/2015,7841
12023,209,60010,SUTPHIN BOULEVARD,ARLINGTON TERRACE,109 AVENUE,SB,11/20/2015,7454
12024,217,66637,48 STREET,56 ROAD,55 AVENUE,NB,11/20/2015,3841
12025,217,66637,48 STREET,56 ROAD,55 AVENUE,SB,11/20/2015,5600
12026,218,66886,58 STREET,55 AVENUE,55 DRIVE,NB,11/20/2015,3598
12027,218,66886,58 STREET,55 AVENUE,55 DRIVE,SB,11/20/2015,2476
12028,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,EB,11/20/2015,2140
12029,250,51945,LINDEN BOULEVARD,HAWTREE STREET,97 STREET,WB,11/20/2015,4231
12030,252,56954,150 STREET,84 DRIVE,84 ROAD,NB,11/20/2015,2566
12031,252,56954,150 STREET,84 DRIVE,84 ROAD,SB,11/20/2015,5830
12032,340,31914,HUDSON STREET,CHARLTON STREET,KING STREET,NB,11/20/2015,16270
12033,341,32031,HUDSON STREET,HORATIO STREET,GANSEVOORT STREET,SB,11/20/2015,12535
12034,58,95195,WESTCHESTER AVENUE,BURR AVENUE,BRUCKNER BOULEVARD,WB,11/21/2015,15367
12035,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,EB,11/21/2015,3435
12036,96,9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,WB,11/21/2015,3035
12037,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,EB,11/21/2015,7941
12038,125,19555,FT HAMILTON PARKWAY,67 STREET,68 STREET,WB,11/21/2015,7397
12039,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,EB,11/21/2015,5305
12040,195,52124,LINDEN BOULEVARD,HAWTREE STREET,CENTREVILLE STREET,WB,11/21/2015,5738
12041,201,52188,101 AVENUE,107 STREET,108 STREET,EB,11/21/2015,4451
12042,201,52188,101 AVENUE,107 STREET,108 STREET,WB,11/21/2015,4025
12043,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/21/2015,4102
12044,203,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/21/2015,4407
12045,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,EB,11/21/2015,6830
12046,204,56882,JAMAICA AVENUE,143 STREET,139 STREET,WB,11/21/2015,7464
12047,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/21/2015,6245
12048,205,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/21/2015,6061
