,Unnamed: 0,ID,Segment ID,Roadway Name,From,To,Direction,Date,sum,Full Name,Boroughs
6811,6811,54,178332,HUTCHINSON RIVER PARKWAY,ST THERESA AVENUE,LAURIE AVENUE,SB,09/15/2015,48989.0,HUTCHINSON RIVER PARKWAY from ST THERESA AVENUE to LAURIE AVENUE,Pelham Bay
6812,6812,55,89614,NEREID AVENUE,HILL AVENUE,MONTICELLO AVENUE,EB,09/15/2015,2546.0,NEREID AVENUE from HILL AVENUE to MONTICELLO AVENUE,McGinley Square
6813,6813,55,89614,NEREID AVENUE,HILL AVENUE,MONTICELLO AVENUE,WB,09/15/2015,2811.0,NEREID AVENUE from HILL AVENUE to MONTICELLO AVENUE,McGinley Square
6814,6814,59,95712,CONNER STREET,HOLLERS AVENUE,BOSTON ROAD,EB,09/15/2015,20701.0,CONNER STREET from HOLLERS AVENUE to BOSTON ROAD,Boston Road
6815,6815,59,95712,CONNER STREET,HOLLERS AVENUE,BOSTON ROAD,WB,09/15/2015,12978.0,CONNER STREET from HOLLERS AVENUE to BOSTON ROAD,Boston Road
6816,6816,70,72320,MORRIS AVENUE,EAST 173 STREET,EAST 174 STREET,NB,09/15/2015,4749.0,MORRIS AVENUE from EAST 173 STREET to EAST 174 STREET,The Bronx
6817,6817,70,72320,MORRIS AVENUE,EAST 173 STREET,EAST 174 STREET,SB,09/15/2015,4208.0,MORRIS AVENUE from EAST 173 STREET to EAST 174 STREET,The Bronx
6818,6818,74,113476,WEBSTER AVENUE,CLAY AVENUE,EAST MOUNT EDEN AVENUE,NB,09/15/2015,10254.0,WEBSTER AVENUE from CLAY AVENUE to EAST MOUNT EDEN AVENUE,West Bronx
6819,6819,74,113476,WEBSTER AVENUE,CLAY AVENUE,EAST MOUNT EDEN AVENUE,SB,09/15/2015,10413.0,WEBSTER AVENUE from CLAY AVENUE to EAST MOUNT EDEN AVENUE,West Bronx
6820,6820,77,178395,EAST GUN HILL ROAD,BRONX RIVER PARKWAY,BRONX RIVER PARKWAY,EB,09/15/2015,17956.0,EAST GUN HILL ROAD from BRONX RIVER PARKWAY to BRONX RIVER PARKWAY,East Bronx
6821,6821,77,178395,EAST GUN HILL ROAD,BRONX RIVER PARKWAY,BRONX RIVER PARKWAY,WB,09/15/2015,23668.0,EAST GUN HILL ROAD from BRONX RIVER PARKWAY to BRONX RIVER PARKWAY,East Bronx
6822,6822,81,9003983,BURKE AVENUE,PEARSALL AVENUE,TENBROECK AVENUE,EB,09/15/2015,2496.0,BURKE AVENUE from PEARSALL AVENUE to TENBROECK AVENUE,East Bronx
6823,6823,81,9003983,BURKE AVENUE,PEARSALL AVENUE,TENBROECK AVENUE,WB,09/15/2015,2808.0,BURKE AVENUE from PEARSALL AVENUE to TENBROECK AVENUE,East Bronx
6824,6824,82,9008423,CLARKSON AVENUE,NEW YORK AVENUE,EAST 37 STREET,EB,09/15/2015,5482.0,CLARKSON AVENUE from NEW YORK AVENUE to EAST 37 STREET,Little Caribbean
6825,6825,82,9008423,CLARKSON AVENUE,NEW YORK AVENUE,EAST 37 STREET,WB,09/15/2015,5687.0,CLARKSON AVENUE from NEW YORK AVENUE to EAST 37 STREET,Little Caribbean
6826,6826,83,9014542,BRONX RIVER PARKWAY,236 STREET,237 STREET,SB,09/15/2015,44133.0,BRONX RIVER PARKWAY from 236 STREET to 237 STREET,East Bronx
6827,6827,83,9014546,BRONX RIVER PARKWAY,236 STREET,237 STREET,NB,09/15/2015,43791.0,BRONX RIVER PARKWAY from 236 STREET to 237 STREET,East Bronx
6828,6828,84,140093,BRONX RIVER PARKWAY,EAST 174 STREET,172 STREET,NB,09/15/2015,36838.0,BRONX RIVER PARKWAY from EAST 174 STREET to 172 STREET,East 174th Street
6829,6829,84,154610,BRONX RIVER PARKWAY,EAST 174 STREET,172 STREET,SB,09/15/2015,29682.0,BRONX RIVER PARKWAY from EAST 174 STREET to 172 STREET,East 174th Street
6830,6830,85,154758,BRONX RIVER PARKWAY,BOSTON ROAD,ENTRANCE,NB,09/15/2015,53371.0,BRONX RIVER PARKWAY from BOSTON ROAD to ENTRANCE,The Bronx
6831,6831,85,139303,BRONX RIVER PARKWAY,BOSTON ROAD,ENTRANCE,SB,09/15/2015,102072.0,BRONX RIVER PARKWAY from BOSTON ROAD to ENTRANCE,The Bronx
6832,6832,86,139743,BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,NB,09/15/2015,58058.0,BRONX RIVER PARKWAY from MORRIS PARK AVENUE to BRONXDALE AVENUE,Bronxdale Avenue
6833,6833,86,139657,BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,SB,09/15/2015,94999.0,BRONX RIVER PARKWAY from MORRIS PARK AVENUE to BRONXDALE AVENUE,Bronxdale Avenue
6834,6834,90,22534,UNION STREET,HOYT STREET,BOND STREET,EB,09/15/2015,5060.0,UNION STREET from HOYT STREET to BOND STREET,Bond Street
6835,6835,92,29548,FRANKLIN AVENUE,DEAN STREET,BERGEN STREET,SB,09/15/2015,9085.0,FRANKLIN AVENUE from DEAN STREET to BERGEN STREET,Dean Street
6836,6836,93,28736,NEW YORK AVENUE,LENOX ROAD,LINDEN BOULEVARD,NB,09/15/2015,6773.0,NEW YORK AVENUE from LENOX ROAD to LINDEN BOULEVARD,Lenox Road
6837,6837,93,28736,NEW YORK AVENUE,LENOX ROAD,LINDEN BOULEVARD,SB,09/15/2015,5006.0,NEW YORK AVENUE from LENOX ROAD to LINDEN BOULEVARD,Lenox Road
6838,6838,94,29246,VANDERBILT AVENUE,GATES AVENUE,FULTON STREET,NB,09/15/2015,5884.0,VANDERBILT AVENUE from GATES AVENUE to FULTON STREET,N/A
6839,6839,94,29246,VANDERBILT AVENUE,GATES AVENUE,FULTON STREET,SB,09/15/2015,6419.0,VANDERBILT AVENUE from GATES AVENUE to FULTON STREET,N/A
6840,6840,95,29487,QUINCY STREET,CLASSON AVENUE,FRANKLIN AVENUE,EB,09/15/2015,1017.0,QUINCY STREET from CLASSON AVENUE to FRANKLIN AVENUE,Brooklyn
6841,6841,97,29555,FULTON STREET,CLAVER PLACE,FRANKLIN AVENUE,EB,09/15/2015,6153.0,FULTON STREET from CLAVER PLACE to FRANKLIN AVENUE,Brooklyn
6842,6842,97,29555,FULTON STREET,CLAVER PLACE,FRANKLIN AVENUE,WB,09/15/2015,5567.0,FULTON STREET from CLAVER PLACE to FRANKLIN AVENUE,Brooklyn
6843,6843,98,29560,FRANKLIN AVENUE,JEFFERSON AVENUE,HANCOCK STREET,SB,09/15/2015,8696.0,FRANKLIN AVENUE from JEFFERSON AVENUE to HANCOCK STREET,Franklin Avenue
6844,6844,99,29764,NEW YORK AVENUE,ST MARKS AVENUE,PROSPECT PLACE,NB,09/15/2015,7563.0,NEW YORK AVENUE from ST MARKS AVENUE to PROSPECT PLACE,Saint Marks Avenue
6845,6845,100,29887,MARCY AVENUE,HANCOCK STREET,HALSEY STREET,NB,09/15/2015,7044.0,MARCY AVENUE from HANCOCK STREET to HALSEY STREET,Bedford-Stuyvesant
6846,6846,101,29896,QUINCY STREET,TOMPKINS AVENUE,THROOP AVENUE,EB,09/15/2015,2381.0,QUINCY STREET from TOMPKINS AVENUE to THROOP AVENUE,Broadway
6847,6847,107,41788,WINTHROP STREET,KINGSTON AVENUE,ALBANY AVENUE,EB,09/15/2015,4540.0,WINTHROP STREET from KINGSTON AVENUE to ALBANY AVENUE,Prospect Lefferts Gardens
6848,6848,107,41788,WINTHROP STREET,KINGSTON AVENUE,ALBANY AVENUE,WB,09/15/2015,6388.0,WINTHROP STREET from KINGSTON AVENUE to ALBANY AVENUE,Prospect Lefferts Gardens
6849,6849,111,42985,KINGSTON AVENUE,ST JOHNS PLACE,LINCOLN PLACE,NB,09/15/2015,5343.0,KINGSTON AVENUE from ST JOHNS PLACE to LINCOLN PLACE,Crown Heights
6850,6850,112,43218,LEWIS AVENUE,HALSEY STREET,MACON STREET,NB,09/15/2015,9298.0,LEWIS AVENUE from HALSEY STREET to MACON STREET,Stuyvesant Heights
6851,6851,131,112603,BEDFORD AVENUE,LENOX ROAD,CATON AVENUE,NB,09/15/2015,6256.0,BEDFORD AVENUE from LENOX ROAD to CATON AVENUE,Bedford Avenue
6852,6852,131,112603,BEDFORD AVENUE,LENOX ROAD,CATON AVENUE,SB,09/15/2015,7940.0,BEDFORD AVENUE from LENOX ROAD to CATON AVENUE,Bedford Avenue
6853,6853,134,29756,NEW YORK AVENUE,PROSPECT PLACE,PARK PLACE,NB,09/15/2015,7746.0,NEW YORK AVENUE from PROSPECT PLACE to PARK PLACE,N/A
6854,6854,135,43126,MARCUS GARVEY BOULEVARD,HALSEY STREET,MACON STREET,SB,09/15/2015,9826.0,MARCUS GARVEY BOULEVARD from HALSEY STREET to MACON STREET,Bedford-Stuyvesant
6855,6855,144,22026,3 AVENUE,26 STREET,27 STREET,SB,09/15/2015,17204.0,3 AVENUE from 26 STREET to 27 STREET,Manhattan
6856,6856,144,22025,3 AVENUE,26 STREET,27 STREET,NB,09/15/2015,23693.0,3 AVENUE from 26 STREET to 27 STREET,Manhattan
6857,6857,148,70734,FT WASHINGTON AVENUE,WEST 172 STREET,WEST 173 STREET,SB,09/15/2015,3929.0,FT WASHINGTON AVENUE from WEST 172 STREET to WEST 173 STREET,Manhattan
6858,6858,148,70734,FT WASHINGTON AVENUE,WEST 172 STREET,WEST 173 STREET,NB,09/15/2015,4566.0,FT WASHINGTON AVENUE from WEST 172 STREET to WEST 173 STREET,Manhattan
6859,6859,149,142554,HENRY HUDSON PARKWAY,73 STREET,76 STREET,SB,09/15/2015,58473.0,HENRY HUDSON PARKWAY from 73 STREET to 76 STREET,New York
6860,6860,149,142555,HENRY HUDSON PARKWAY,73 STREET,76 STREET,NB,09/15/2015,58486.0,HENRY HUDSON PARKWAY from 73 STREET to 76 STREET,New York
6861,6861,151,158602,BROADWAY,WEST 147 STREET,WEST 148 STREET,NB,09/15/2015,10273.0,BROADWAY from WEST 147 STREET to WEST 148 STREET,Manhattan
6862,6862,151,152668,BROADWAY,WEST 147 STREET,WEST 148 STREET,SB,09/15/2015,10174.0,BROADWAY from WEST 147 STREET to WEST 148 STREET,Manhattan
6863,6863,154,70957,ST NICHOLAS AVENUE,176 STREET,177 STREET,NB,09/15/2015,7892.0,ST NICHOLAS AVENUE from 176 STREET to 177 STREET,New York
6864,6864,154,70957,ST NICHOLAS AVENUE,176 STREET,177 STREET,SB,09/15/2015,5738.0,ST NICHOLAS AVENUE from 176 STREET to 177 STREET,New York
6865,6865,155,70616,ST NICHOLAS PLACE,150 STREET,151 STREET,NB,09/15/2015,4951.0,ST NICHOLAS PLACE from 150 STREET to 151 STREET,West 151st Street
6866,6866,155,70616,ST NICHOLAS PLACE,150 STREET,151 STREET,SB,09/15/2015,1152.0,ST NICHOLAS PLACE from 150 STREET to 151 STREET,West 151st Street
6867,6867,175,223756,HENRY HUDSON PARKWAY,105 STREET,110 STREET,NB,09/15/2015,62401.0,HENRY HUDSON PARKWAY from 105 STREET to 110 STREET,Manhattan
6868,6868,175,227110,HENRY HUDSON PARKWAY,105 STREET,110 STREET,SB,09/15/2015,65972.0,HENRY HUDSON PARKWAY from 105 STREET to 110 STREET,Manhattan
6869,6869,176,142280,HENRY HUDSON PARKWAY,120 STREET,122 STREET,NB,09/15/2015,57032.0,HENRY HUDSON PARKWAY from 120 STREET to 122 STREET,New York
6870,6870,176,142279,HENRY HUDSON PARKWAY,120 STREET,122 STREET,SB,09/15/2015,58990.0,HENRY HUDSON PARKWAY from 120 STREET to 122 STREET,New York
6871,6871,278,10188,CASTLETON AVENUE,CLOVE ROAD,RECTOR STREET,EB,09/15/2015,5145.0,CASTLETON AVENUE from CLOVE ROAD to RECTOR STREET,Port Richmond
6872,6872,278,10188,CASTLETON AVENUE,CLOVE ROAD,RECTOR STREET,WB,09/15/2015,7176.0,CASTLETON AVENUE from CLOVE ROAD to RECTOR STREET,Port Richmond
6873,6873,279,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,NB,09/15/2015,6875.0,WOOLLEY AVENUE from WESTWOOD AVENUE to DAWSON STREET,Woodstock
6874,6874,279,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,SB,09/15/2015,8749.0,WOOLLEY AVENUE from WESTWOOD AVENUE to DAWSON STREET,Woodstock
6875,6875,280,265550,DELAFIELD AVENUE,CLOVE ROAD,RAYMOND PLACE,EB,09/15/2015,2095.0,DELAFIELD AVENUE from CLOVE ROAD to RAYMOND PLACE,Castleton Corners
6876,6876,280,265550,DELAFIELD AVENUE,CLOVE ROAD,RAYMOND PLACE,WB,09/15/2015,2046.0,DELAFIELD AVENUE from CLOVE ROAD to RAYMOND PLACE,Castleton Corners
6877,6877,287,122461,MARTLING AVENUE,BROOKS POND PLACE,SLOSSON AVENUE,NB,09/15/2015,6461.0,MARTLING AVENUE from BROOKS POND PLACE to SLOSSON AVENUE,Castleton Corners
6878,6878,287,122461,MARTLING AVENUE,BROOKS POND PLACE,SLOSSON AVENUE,SB,09/15/2015,3853.0,MARTLING AVENUE from BROOKS POND PLACE to SLOSSON AVENUE,Castleton Corners
6879,6879,294,160109,VICTORY BOULEVARD,SOUTH GANNON AVENUE,CANTERBURY AVENUE,EB,09/15/2015,18367.0,VICTORY BOULEVARD from SOUTH GANNON AVENUE to CANTERBURY AVENUE,Forest Hill Road
6880,6880,294,160109,VICTORY BOULEVARD,SOUTH GANNON AVENUE,CANTERBURY AVENUE,WB,09/15/2015,18800.0,VICTORY BOULEVARD from SOUTH GANNON AVENUE to CANTERBURY AVENUE,Forest Hill Road
6881,6881,298,4832,VICTORY BOULEVARD,DINSMORE STREET,SIGNS ROAD,WB,09/15/2015,6174.0,VICTORY BOULEVARD from DINSMORE STREET to SIGNS ROAD,Mid Island
6882,6882,298,4832,VICTORY BOULEVARD,DINSMORE STREET,SIGNS ROAD,EB,09/15/2015,5012.0,VICTORY BOULEVARD from DINSMORE STREET to SIGNS ROAD,Mid Island
6883,6883,303,8288,RICHMOND AVENUE,HILLMAN AVENUE,AKRON STREET,NB,09/15/2015,12643.0,RICHMOND AVENUE from HILLMAN AVENUE to AKRON STREET,Staten Island
6884,6884,303,8288,RICHMOND AVENUE,HILLMAN AVENUE,AKRON STREET,SB,09/15/2015,10912.0,RICHMOND AVENUE from HILLMAN AVENUE to AKRON STREET,Staten Island
6885,6885,305,7886,WILLOWBROOK ROAD,COLLFIELD AVENUE,SENECA LOOP,EB,09/15/2015,1381.0,WILLOWBROOK ROAD from COLLFIELD AVENUE to SENECA LOOP,Mid Island
6886,6886,305,7886,WILLOWBROOK ROAD,COLLFIELD AVENUE,SENECA LOOP,WB,09/15/2015,407.0,WILLOWBROOK ROAD from COLLFIELD AVENUE to SENECA LOOP,Mid Island
6887,6887,306,8119,BRADLEY AVENUE,HOLDEN BOULEVARD,QUEEN STREET,NB,09/15/2015,5168.0,BRADLEY AVENUE from HOLDEN BOULEVARD to QUEEN STREET,Victory Boulevard
6888,6888,306,8119,BRADLEY AVENUE,HOLDEN BOULEVARD,QUEEN STREET,SB,09/15/2015,5279.0,BRADLEY AVENUE from HOLDEN BOULEVARD to QUEEN STREET,Victory Boulevard
6889,6889,307,8152,BRIELLE AVENUE,LIVINGSTON AVENUE,SUFFOLK AVENUE,EB,09/15/2015,3247.0,BRIELLE AVENUE from LIVINGSTON AVENUE to SUFFOLK AVENUE,Manor Heights
6890,6890,307,8152,BRIELLE AVENUE,LIVINGSTON AVENUE,SUFFOLK AVENUE,WB,09/15/2015,2647.0,BRIELLE AVENUE from LIVINGSTON AVENUE to SUFFOLK AVENUE,Manor Heights
6891,6891,309,8494,FOREST AVENUE,SIMONSON AVENUE,EUNICE PLACE,EB,09/15/2015,11699.0,FOREST AVENUE from SIMONSON AVENUE to EUNICE PLACE,Staten Island
6892,6892,309,8494,FOREST AVENUE,SIMONSON AVENUE,EUNICE PLACE,WB,09/15/2015,10043.0,FOREST AVENUE from SIMONSON AVENUE to EUNICE PLACE,Staten Island
6893,6893,310,9661,POST AVENUE,GREENLEAF AVENUE,DRIPROCK STREET,EB,09/15/2015,5200.0,POST AVENUE from GREENLEAF AVENUE to DRIPROCK STREET,18th Avenue
6894,6894,310,9661,POST AVENUE,GREENLEAF AVENUE,DRIPROCK STREET,WB,09/15/2015,5287.0,POST AVENUE from GREENLEAF AVENUE to DRIPROCK STREET,18th Avenue
6895,6895,311,9788,FOREST AVENUE,RAYMOND PLACE,MANOR ROAD,EB,09/15/2015,8636.0,FOREST AVENUE from RAYMOND PLACE to MANOR ROAD,Staten Island
6896,6896,311,9788,FOREST AVENUE,RAYMOND PLACE,MANOR ROAD,WB,09/15/2015,7794.0,FOREST AVENUE from RAYMOND PLACE to MANOR ROAD,Staten Island
6897,6897,312,9896,RICHMOND TERRACE,WRIGHT AVENUE,EMERIC COURT,EB,09/15/2015,8337.0,RICHMOND TERRACE from WRIGHT AVENUE to EMERIC COURT,Staten Island
6898,6898,312,9896,RICHMOND TERRACE,WRIGHT AVENUE,EMERIC COURT,WB,09/15/2015,5374.0,RICHMOND TERRACE from WRIGHT AVENUE to EMERIC COURT,Staten Island
6899,6899,316,142231,WEST SHORE EXPRESSWAY,EDWARD CURRY AVENUE,SOUTH AVENUE,SB,09/15/2015,43374.0,WEST SHORE EXPRESSWAY from EDWARD CURRY AVENUE to SOUTH AVENUE,Staten Island
6900,6900,316,142231,WEST SHORE EXPRESSWAY,EDWARD CURRY AVENUE,SOUTH AVENUE,NB,09/15/2015,47352.0,WEST SHORE EXPRESSWAY from EDWARD CURRY AVENUE to SOUTH AVENUE,Staten Island
6901,6901,325,22033,3 AVENUE,25 STREET,26 STREET,NB,09/15/2015,23545.0,3 AVENUE from 25 STREET to 26 STREET,N/A
6902,6902,325,22036,3 AVENUE,25 STREET,26 STREET,SB,09/15/2015,16956.0,3 AVENUE from 25 STREET to 26 STREET,N/A
6903,6903,326,28860,CLARKSON AVENUE,EAST 37 STREET,EAST 38 STREET,EB,09/15/2015,8039.0,CLARKSON AVENUE from EAST 37 STREET to EAST 38 STREET,Little Caribbean
6904,6904,326,28860,CLARKSON AVENUE,EAST 37 STREET,EAST 38 STREET,WB,09/15/2015,4803.0,CLARKSON AVENUE from EAST 37 STREET to EAST 38 STREET,Little Caribbean
6905,6905,339,72026,JEROME AVENUE,GOBLE PLACE,EAST MOUNT EDEN AVENUE,NB,09/15/2015,7706.0,JEROME AVENUE from GOBLE PLACE to EAST MOUNT EDEN AVENUE,East Mount Eden Avenue
6906,6906,339,72026,JEROME AVENUE SR,GOBLE PLACE,EAST MOUNT EDEN AVENUE,NB,09/15/2015,1925.0,JEROME AVENUE SR from GOBLE PLACE to EAST MOUNT EDEN AVENUE,East Mount Eden Avenue
6907,6907,339,72026,JEROME AVENUE,GOBLE PLACE,EAST MOUNT EDEN AVENUE,SB,09/15/2015,6827.0,JEROME AVENUE from GOBLE PLACE to EAST MOUNT EDEN AVENUE,East Mount Eden Avenue
6908,6908,339,72026,JEROME AVENUE SR,GOBLE PLACE,EAST MOUNT EDEN AVENUE,SB,09/15/2015,789.0,JEROME AVENUE SR from GOBLE PLACE to EAST MOUNT EDEN AVENUE,East Mount Eden Avenue
6909,6909,1,108866,BAINBRIDGE AVENUE,213 STREET,JEROME AVENUE,NB,09/16/2015,4895.0,BAINBRIDGE AVENUE from 213 STREET to JEROME AVENUE,The Bronx
6910,6910,1,108866,BAINBRIDGE AVENUE,213 STREET,JEROME AVENUE,SB,09/16/2015,4537.0,BAINBRIDGE AVENUE from 213 STREET to JEROME AVENUE,The Bronx
6911,6911,2,116587,EAST GUN HILL ROAD,GIVAN AVENUE,PEARSALL AVENUE,EB,09/16/2015,7575.0,EAST GUN HILL ROAD from GIVAN AVENUE to PEARSALL AVENUE,East Bronx
6912,6912,2,116587,EAST GUN HILL ROAD,GIVAN AVENUE,PEARSALL AVENUE,WB,09/16/2015,8715.0,EAST GUN HILL ROAD from GIVAN AVENUE to PEARSALL AVENUE,East Bronx
6913,6913,3,116598,EAST 222 STREET,WICKHAM AVENUE,BRUNER AVENUE,EB,09/16/2015,5563.0,EAST 222 STREET from WICKHAM AVENUE to BRUNER AVENUE,East Bronx
6914,6914,3,116598,EAST 222 STREET,WICKHAM AVENUE,BRUNER AVENUE,WB,09/16/2015,7036.0,EAST 222 STREET from WICKHAM AVENUE to BRUNER AVENUE,East Bronx
6915,6915,6,259381,HENRY HUDSON PARKWAY,235 STREET,236 STREET,SB,09/16/2015,35891.0,HENRY HUDSON PARKWAY from 235 STREET to 236 STREET,West Bronx
6916,6916,6,259394,HENRY HUDSON PARKWAY,West 235 Street,WEST 236 STREET,NB,09/16/2015,31856.0,HENRY HUDSON PARKWAY from West 235 Street to WEST 236 STREET,West Bronx
6917,6917,7,143299,HENRY HUDSON PARKWAY,231 STREET,232 STREET,SB,09/16/2015,33423.0,HENRY HUDSON PARKWAY from 231 STREET to 232 STREET,West Bronx
6918,6918,7,143300,HENRY HUDSON PARKWAY,231 STREET,232 STREET,NB,09/16/2015,28744.0,HENRY HUDSON PARKWAY from 231 STREET to 232 STREET,West Bronx
6919,6919,8,143391,HENRY HUDSON PARKWAY,KAPPOCK STREET,227 STREET,SB,09/16/2015,35845.0,HENRY HUDSON PARKWAY from KAPPOCK STREET to 227 STREET,Spuyten Duyvil
6920,6920,8,143392,HENRY HUDSON PARKWAY,KAPPOCK STREET,227 STREET,NB,09/16/2015,31745.0,HENRY HUDSON PARKWAY from KAPPOCK STREET to 227 STREET,Spuyten Duyvil
6921,6921,9,145838,EAST 167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,EB,09/16/2015,4569.0,EAST 167 STREET from SHERIDAN AVENUE to SHERMAN AVENUE,Concourse Village
6922,6922,9,146142,EAST 167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,WB,09/16/2015,5018.0,EAST 167 STREET from SHERIDAN AVENUE to SHERMAN AVENUE,Concourse Village
6923,6923,9,174289,EAST 167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,EB,09/16/2015,3820.0,EAST 167 STREET from SHERIDAN AVENUE to SHERMAN AVENUE,Concourse Village
6924,6924,9,174289,EAST 167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,WB,09/16/2015,4116.0,EAST 167 STREET from SHERIDAN AVENUE to SHERMAN AVENUE,Concourse Village
6925,6925,15,176737,MOSHOLU PARKWAY,MAJOR DEEGAN EXPRESSWAY,VAN COURTLANDT PARK SOUTH,NB,09/16/2015,13678.0,MOSHOLU PARKWAY from MAJOR DEEGAN EXPRESSWAY to VAN COURTLANDT PARK SOUTH,Van Cortlandt Park South
6926,6926,15,141740,MOSHOLU PARKWAY,MAJOR DEEGAN EXPRESSWAY,VAN COURTLANDT PARK SOUTH,SB,09/16/2015,14816.0,MOSHOLU PARKWAY from MAJOR DEEGAN EXPRESSWAY to VAN COURTLANDT PARK SOUTH,Van Cortlandt Park South
6927,6927,17,71669,OGDEN AVENUE,WEST 171 STREET,DR MARTIN LUTHER KING JR BOULEVARD,SB,09/16/2015,4154.0,OGDEN AVENUE from WEST 171 STREET to DR MARTIN LUTHER KING JR BOULEVARD,Surrey
6928,6928,17,71669,OGDEN AVENUE,WEST 171 STREET,DR MARTIN LUTHER KING JR BOULEVARD,NB,09/16/2015,2985.0,OGDEN AVENUE from WEST 171 STREET to DR MARTIN LUTHER KING JR BOULEVARD,Surrey
6929,6929,19,190861,EAST 167 STREET,WALTON AVENUE,GRANDVIEW PLACE,EB,09/16/2015,4851.0,EAST 167 STREET from WALTON AVENUE to GRANDVIEW PLACE,Concourse
6930,6930,19,144849,EAST 167 STREET,WALTON AVENUE,GRANDVIEW PLACE,EB,09/16/2015,3804.0,EAST 167 STREET from WALTON AVENUE to GRANDVIEW PLACE,Concourse
6931,6931,19,144850,EAST 167 STREET,WALTON AVENUE,GRANDVIEW PLACE,WB,09/16/2015,4325.0,EAST 167 STREET from WALTON AVENUE to GRANDVIEW PLACE,Concourse
6932,6932,19,190863,EAST 167 STREET,WALTON AVENUE,GRANDVIEW PLACE,WB,09/16/2015,3968.0,EAST 167 STREET from WALTON AVENUE to GRANDVIEW PLACE,Concourse
6933,6933,20,78502,FULTON AVENUE,EAST 172 STREET,EAST 173 STREET,NB,09/16/2015,4937.0,FULTON AVENUE from EAST 172 STREET to EAST 173 STREET,The Bronx
6934,6934,21,71856,MACOMBS ROAD,CROMWELL AVENUE,GOBLE PLACE,NB,09/16/2015,4371.0,MACOMBS ROAD from CROMWELL AVENUE to GOBLE PLACE,Mount Eden
6935,6935,21,71856,MACOMBS ROAD,CROMWELL AVENUE,GOBLE PLACE,SB,09/16/2015,5365.0,MACOMBS ROAD from CROMWELL AVENUE to GOBLE PLACE,Mount Eden
6936,6936,24,78340,WASHINGTON AVENUE,EAST 173 STREET,EAST 174 STREET,SB,09/16/2015,5812.0,WASHINGTON AVENUE from EAST 173 STREET to EAST 174 STREET,The Bronx
6937,6937,25,78342,3 AVENUE,EAST 172 STREET,EAST 173 STREET,NB,09/16/2015,7598.0,3 AVENUE from EAST 172 STREET to EAST 173 STREET,East 173rd Street
6938,6938,25,78342,3 AVENUE,EAST 172 STREET,EAST 173 STREET,SB,09/16/2015,6067.0,3 AVENUE from EAST 172 STREET to EAST 173 STREET,East 173rd Street
6939,6939,35,81409,VAN CORTLANDT PARK EAST,EAST 240 STREET,KEPLER AVENUE,EB,09/16/2015,3408.0,VAN CORTLANDT PARK EAST from EAST 240 STREET to KEPLER AVENUE,East Bronx
6940,6940,35,81409,VAN CORTLANDT PARK EAST,EAST 240 STREET,KEPLER AVENUE,WB,09/16/2015,2858.0,VAN CORTLANDT PARK EAST from EAST 240 STREET to KEPLER AVENUE,East Bronx
6941,6941,41,88020,BRONXWOOD AVENUE,EAST 215 STREET,EAST 214 STREET,SB,09/16/2015,5088.0,BRONXWOOD AVENUE from EAST 215 STREET to EAST 214 STREET,East Bronx
6942,6942,41,88020,BRONXWOOD AVENUE,EAST 215 STREET,EAST 214 STREET,NB,09/16/2015,3517.0,BRONXWOOD AVENUE from EAST 215 STREET to EAST 214 STREET,East Bronx
6943,6943,44,87818,ALLERTON AVENUE,RADCLIFF AVENUE,BRONXWOOD AVENUE,EB,09/16/2015,4946.0,ALLERTON AVENUE from RADCLIFF AVENUE to BRONXWOOD AVENUE,Allerton Avenue
6944,6944,44,87818,ALLERTON AVENUE,RADCLIFF AVENUE,BRONXWOOD AVENUE,WB,09/16/2015,5301.0,ALLERTON AVENUE from RADCLIFF AVENUE to BRONXWOOD AVENUE,Allerton Avenue
6945,6945,45,87949,WILLIAMSBRIDGE ROAD,COLDEN AVENUE,RADCLIFF AVENUE,EB,09/16/2015,2929.0,WILLIAMSBRIDGE ROAD from COLDEN AVENUE to RADCLIFF AVENUE,East Bronx
6946,6946,45,87949,WILLIAMSBRIDGE ROAD,COLDEN AVENUE,RADCLIFF AVENUE,WB,09/16/2015,3188.0,WILLIAMSBRIDGE ROAD from COLDEN AVENUE to RADCLIFF AVENUE,East Bronx
6947,6947,46,88097,LACONIA AVENUE,ARNOW AVENUE,ADEE AVENUE,NB,09/16/2015,1437.0,LACONIA AVENUE from ARNOW AVENUE to ADEE AVENUE,Laconia Avenue
6948,6948,46,88097,LACONIA AVENUE,ARNOW AVENUE,ADEE AVENUE,SB,09/16/2015,1436.0,LACONIA AVENUE from ARNOW AVENUE to ADEE AVENUE,Laconia Avenue
6949,6949,47,88137,LACONIA AVENUE,EAST 214 STREET,EAST 213 STREET,NB,09/16/2015,4185.0,LACONIA AVENUE from EAST 214 STREET to EAST 213 STREET,East Bronx
